Sex,Age,Smoking habits,Year,percent
Females,70-89,Smoke daily,2000,0.124
Females,18-69,Have never smoked,2000,0.474
Females,18-69,Stopped smoking,2000,0.253
Females,18-69,Smoke less than daily,2000,0.029
Females,18-69,Smoke daily,2000,0.244
Females,18-79,Have never smoked,2000,0.484
Females,18-79,Stopped smoking,2000,0.253
Females,18-79,Smoke less than daily,2000,0.029
Females,18-79,Smoke daily,2000,0.235
Females,18-89,Have never smoked,2000,0.488
Females,18-89,Stopped smoking,2000,0.252
Females,18-89,Smoke less than daily,2000,0.03
Females,18-89,Smoke daily,2000,0.23
Total,18-29,Have never smoked,2001,0.532
Total,18-29,Stopped smoking,2001,0.155
Total,18-29,Smoke less than daily,2001,0.048
Total,18-29,Smoke daily,2001,0.265
Total,30-39,Have never smoked,2001,0.454
Total,30-39,Stopped smoking,2001,0.265
Total,30-39,Smoke less than daily,2001,0.029
Total,30-39,Smoke daily,2001,0.251
Total,40-49,Have never smoked,2001,0.338
Total,40-49,Stopped smoking,2001,0.361
Total,40-49,Smoke less than daily,2001,0.023
Total,40-49,Smoke daily,2001,0.278
Total,50-59,Have never smoked,2001,0.317
Total,50-59,Stopped smoking,2001,0.406
Total,50-59,Smoke less than daily,2001,0.036
Total,50-59,Smoke daily,2001,0.241
Total,60-69,Have never smoked,2001,0.362
Total,60-69,Stopped smoking,2001,0.407
Total,60-69,Smoke less than daily,2001,0.023
Total,60-69,Smoke daily,2001,0.208
Total,70-89,Have never smoked,2001,0.471
Total,70-89,Stopped smoking,2001,0.443
Total,70-89,Smoke less than daily,2001,0.016
Total,70-89,Smoke daily,2001,0.071
Total,18-69,Have never smoked,2001,0.421
Total,18-69,Stopped smoking,2001,0.29
Total,18-69,Smoke less than daily,2001,0.034
Total,18-69,Smoke daily,2001,0.255
Total,18-79,Have never smoked,2001,0.425
Total,18-79,Stopped smoking,2001,0.299
Total,18-79,Smoke less than daily,2001,0.032
Total,18-79,Smoke daily,2001,0.244
Total,18-89,Have never smoked,2001,0.426
Total,18-89,Stopped smoking,2001,0.305
Total,18-89,Smoke less than daily,2001,0.032
Total,18-89,Smoke daily,2001,0.236
Males,18-29,Have never smoked,2001,0.524
Males,18-29,Stopped smoking,2001,0.153
Males,18-29,Smoke less than daily,2001,0.048
Males,18-29,Smoke daily,2001,0.275
Males,30-39,Have never smoked,2001,0.46
Males,30-39,Stopped smoking,2001,0.25
Males,30-39,Smoke less than daily,2001,0.02
Males,30-39,Smoke daily,2001,0.27
Males,40-49,Have never smoked,2001,0.353
Males,40-49,Stopped smoking,2001,0.32
Males,40-49,Smoke less than daily,2001,0.017
Males,40-49,Smoke daily,2001,0.311
Males,50-59,Have never smoked,2001,0.288
Males,50-59,Stopped smoking,2001,0.457
Males,50-59,Smoke less than daily,2001,0.043
Males,50-59,Smoke daily,2001,0.212
Males,60-69,Have never smoked,2001,0.321
Males,60-69,Stopped smoking,2001,0.462
Males,60-69,Smoke less than daily,2001,0.009
Males,60-69,Smoke daily,2001,0.208
Males,70-89,Have never smoked,2001,0.376
Males,70-89,Stopped smoking,2001,0.534
Males,70-89,Smoke less than daily,2001,0.008
Males,70-89,Smoke daily,2001,0.083
Males,18-69,Have never smoked,2001,0.414
Males,18-69,Stopped smoking,2001,0.29
Males,18-69,Smoke less than daily,2001,0.031
Males,18-69,Smoke daily,2001,0.265
Males,18-79,Have never smoked,2001,0.412
Males,18-79,Stopped smoking,2001,0.305
Males,18-79,Smoke less than daily,2001,0.028
Males,18-79,Smoke daily,2001,0.254
Males,18-89,Have never smoked,2001,0.41
Males,18-89,Stopped smoking,2001,0.316
Males,18-89,Smoke less than daily,2001,0.028
Males,18-89,Smoke daily,2001,0.246
Females,18-29,Have never smoked,2001,0.54
Females,18-29,Stopped smoking,2001,0.158
Females,18-29,Smoke less than daily,2001,0.048
Females,18-29,Smoke daily,2001,0.254
Females,30-39,Have never smoked,2001,0.449
Females,30-39,Stopped smoking,2001,0.279
Females,30-39,Smoke less than daily,2001,0.038
Females,30-39,Smoke daily,2001,0.234
Females,40-49,Have never smoked,2001,0.324
Females,40-49,Stopped smoking,2001,0.402
Females,40-49,Smoke less than daily,2001,0.029
Females,40-49,Smoke daily,2001,0.246
Females,50-59,Have never smoked,2001,0.347
Females,50-59,Stopped smoking,2001,0.353
Females,50-59,Smoke less than daily,2001,0.029
Females,50-59,Smoke daily,2001,0.272
Females,60-69,Have never smoked,2001,0.4
Females,60-69,Stopped smoking,2001,0.357
Females,60-69,Smoke less than daily,2001,0.035
Females,60-69,Smoke daily,2001,0.209
Females,70-89,Have never smoked,2001,0.574
Females,70-89,Stopped smoking,2001,0.344
Females,70-89,Smoke less than daily,2001,0.025
Females,70-89,Smoke daily,2001,0.057
Females,18-69,Have never smoked,2001,0.428
Females,18-69,Stopped smoking,2001,0.289
Females,18-69,Smoke less than daily,2001,0.037
Females,18-69,Smoke daily,2001,0.246
Females,18-79,Have never smoked,2001,0.438
Females,18-79,Stopped smoking,2001,0.293
Females,18-79,Smoke less than daily,2001,0.035
Females,18-79,Smoke daily,2001,0.235
Females,18-89,Have never smoked,2001,0.443
Females,18-89,Stopped smoking,2001,0.294
Females,18-89,Smoke less than daily,2001,0.036
Females,18-89,Smoke daily,2001,0.227
Total,18-29,Have never smoked,2002,0.56
Total,18-29,Stopped smoking,2002,0.118
Total,18-29,Smoke less than daily,2002,0.054
Total,18-29,Smoke daily,2002,0.269
Total,30-39,Have never smoked,2002,0.498
Total,30-39,Stopped smoking,2002,0.248
Total,30-39,Smoke less than daily,2002,0.023
Total,30-39,Smoke daily,2002,0.231
Total,40-49,Have never smoked,2002,0.333
Total,40-49,Stopped smoking,2002,0.331
Total,40-49,Smoke less than daily,2002,0.068
Total,40-49,Smoke daily,2002,0.268
Total,50-59,Have never smoked,2002,0.396
Total,50-59,Stopped smoking,2002,0.357
Total,50-59,Smoke less than daily,2002,0.031
Total,50-59,Smoke daily,2002,0.217
Total,60-69,Have never smoked,2002,0.402
Total,60-69,Stopped smoking,2002,0.417
Total,60-69,Smoke less than daily,2002,0.034
Total,60-69,Smoke daily,2002,0.147
Total,70-89,Have never smoked,2002,0.476
Total,70-89,Stopped smoking,2002,0.431
Total,70-89,Smoke less than daily,2002,0.014
Total,70-89,Smoke daily,2002,0.08
Total,18-69,Have never smoked,2002,0.451
Total,18-69,Stopped smoking,2002,0.266
Total,18-69,Smoke less than daily,2002,0.044
Total,18-69,Smoke daily,2002,0.239
Total,18-79,Have never smoked,2002,0.454
Total,18-79,Stopped smoking,2002,0.279
Total,18-79,Smoke less than daily,2002,0.041
Total,18-79,Smoke daily,2002,0.226
Total,18-89,Have never smoked,2002,0.454
Total,18-89,Stopped smoking,2002,0.286
Total,18-89,Smoke less than daily,2002,0.04
Total,18-89,Smoke daily,2002,0.22
Males,18-29,Have never smoked,2002,0.547
Males,18-29,Stopped smoking,2002,0.112
Males,18-29,Smoke less than daily,2002,0.056
Males,18-29,Smoke daily,2002,0.284
Males,30-39,Have never smoked,2002,0.52
Males,30-39,Stopped smoking,2002,0.24
Males,30-39,Smoke less than daily,2002,0.022
Males,30-39,Smoke daily,2002,0.218
Males,40-49,Have never smoked,2002,0.317
Males,40-49,Stopped smoking,2002,0.313
Males,40-49,Smoke less than daily,2002,0.067
Males,40-49,Smoke daily,2002,0.304
Males,50-59,Have never smoked,2002,0.36
Males,50-59,Stopped smoking,2002,0.419
Males,50-59,Smoke less than daily,2002,0.016
Males,50-59,Smoke daily,2002,0.204
Males,60-69,Have never smoked,2002,0.349
Males,60-69,Stopped smoking,2002,0.5
Males,60-69,Smoke less than daily,2002,0.038
Males,60-69,Smoke daily,2002,0.113
Males,70-89,Have never smoked,2002,0.341
Males,70-89,Stopped smoking,2002,0.558
Males,70-89,Smoke less than daily,2002,0.016
Males,70-89,Smoke daily,2002,0.085
Males,18-69,Have never smoked,2002,0.437
Males,18-69,Stopped smoking,2002,0.28
Males,18-69,Smoke less than daily,2002,0.042
Males,18-69,Smoke daily,2002,0.242
Males,18-79,Have never smoked,2002,0.431
Males,18-79,Stopped smoking,2002,0.301
Males,18-79,Smoke less than daily,2002,0.04
Males,18-79,Smoke daily,2002,0.228
Males,18-89,Have never smoked,2002,0.426
Males,18-89,Stopped smoking,2002,0.311
Males,18-89,Smoke less than daily,2002,0.039
Males,18-89,Smoke daily,2002,0.224
Females,18-29,Have never smoked,2002,0.572
Females,18-29,Stopped smoking,2002,0.123
Females,18-29,Smoke less than daily,2002,0.051
Females,18-29,Smoke daily,2002,0.253
Females,30-39,Have never smoked,2002,0.478
Females,30-39,Stopped smoking,2002,0.255
Females,30-39,Smoke less than daily,2002,0.024
Females,30-39,Smoke daily,2002,0.243
Females,40-49,Have never smoked,2002,0.349
Females,40-49,Stopped smoking,2002,0.349
Females,40-49,Smoke less than daily,2002,0.068
Females,40-49,Smoke daily,2002,0.234
Females,50-59,Have never smoked,2002,0.434
Females,50-59,Stopped smoking,2002,0.289
Females,50-59,Smoke less than daily,2002,0.046
Females,50-59,Smoke daily,2002,0.231
Females,60-69,Have never smoked,2002,0.459
Females,60-69,Stopped smoking,2002,0.327
Females,60-69,Smoke less than daily,2002,0.031
Females,60-69,Smoke daily,2002,0.184
Females,70-89,Have never smoked,2002,0.585
Females,70-89,Stopped smoking,2002,0.327
Females,70-89,Smoke less than daily,2002,0.013
Females,70-89,Smoke daily,2002,0.075
Females,18-69,Have never smoked,2002,0.466
Females,18-69,Stopped smoking,2002,0.252
Females,18-69,Smoke less than daily,2002,0.046
Females,18-69,Smoke daily,2002,0.236
Females,18-79,Have never smoked,2002,0.477
Females,18-79,Stopped smoking,2002,0.258
Females,18-79,Smoke less than daily,2002,0.042
Females,18-79,Smoke daily,2002,0.223
Females,18-89,Have never smoked,2002,0.482
Females,18-89,Stopped smoking,2002,0.262
Females,18-89,Smoke less than daily,2002,0.042
Females,18-89,Smoke daily,2002,0.215
Total,18-29,Have never smoked,2003,0.579
Total,18-29,Stopped smoking,2003,0.164
Total,18-29,Smoke less than daily,2003,0.03
Total,18-29,Smoke daily,2003,0.227
Total,30-39,Have never smoked,2003,0.458
Total,30-39,Stopped smoking,2003,0.277
Total,30-39,Smoke less than daily,2003,0.048
Total,30-39,Smoke daily,2003,0.217
Total,40-49,Have never smoked,2003,0.333
Total,40-49,Stopped smoking,2003,0.337
Total,40-49,Smoke less than daily,2003,0.032
Total,40-49,Smoke daily,2003,0.299
Total,50-59,Have never smoked,2003,0.27
Total,50-59,Stopped smoking,2003,0.437
Total,50-59,Smoke less than daily,2003,0.043
Total,50-59,Smoke daily,2003,0.251
Total,60-69,Have never smoked,2003,0.354
Total,60-69,Stopped smoking,2003,0.445
Total,60-69,Smoke less than daily,2003,0.022
Total,60-69,Smoke daily,2003,0.179
Total,70-89,Have never smoked,2003,0.392
Total,70-89,Stopped smoking,2003,0.466
Total,70-89,Smoke less than daily,2003,0.017
Total,70-89,Smoke daily,2003,0.125
Total,18-69,Have never smoked,2003,0.424
Total,18-69,Stopped smoking,2003,0.302
Total,18-69,Smoke less than daily,2003,0.036
Total,18-69,Smoke daily,2003,0.238
Total,18-79,Have never smoked,2003,0.419
Total,18-79,Stopped smoking,2003,0.312
Total,18-79,Smoke less than daily,2003,0.035
Total,18-79,Smoke daily,2003,0.233
Total,18-89,Have never smoked,2003,0.421
Total,18-89,Stopped smoking,2003,0.317
Total,18-89,Smoke less than daily,2003,0.034
Total,18-89,Smoke daily,2003,0.227
Males,18-29,Have never smoked,2003,0.552
Males,18-29,Stopped smoking,2003,0.152
Males,18-29,Smoke less than daily,2003,0.031
Males,18-29,Smoke daily,2003,0.266
Males,30-39,Have never smoked,2003,0.436
Males,30-39,Stopped smoking,2003,0.241
Males,30-39,Smoke less than daily,2003,0.05
Males,30-39,Smoke daily,2003,0.273
Males,40-49,Have never smoked,2003,0.312
Males,40-49,Stopped smoking,2003,0.353
Males,40-49,Smoke less than daily,2003,0.023
Males,40-49,Smoke daily,2003,0.312
Males,50-59,Have never smoked,2003,0.215
Males,50-59,Stopped smoking,2003,0.462
Males,50-59,Smoke less than daily,2003,0.041
Males,50-59,Smoke daily,2003,0.282
Males,60-69,Have never smoked,2003,0.289
Males,60-69,Stopped smoking,2003,0.509
Males,60-69,Smoke less than daily,2003,0.026
Males,60-69,Smoke daily,2003,0.175
Males,70-89,Have never smoked,2003,0.273
Males,70-89,Stopped smoking,2003,0.545
Males,70-89,Smoke less than daily,2003,0.009
Males,70-89,Smoke daily,2003,0.173
Males,18-69,Have never smoked,2003,0.385
Males,18-69,Stopped smoking,2003,0.31
Males,18-69,Smoke less than daily,2003,0.035
Males,18-69,Smoke daily,2003,0.27
Males,18-79,Have never smoked,2003,0.376
Males,18-79,Stopped smoking,2003,0.325
Males,18-79,Smoke less than daily,2003,0.033
Males,18-79,Smoke daily,2003,0.266
Males,18-89,Have never smoked,2003,0.374
Males,18-89,Stopped smoking,2003,0.333
Males,18-89,Smoke less than daily,2003,0.032
Males,18-89,Smoke daily,2003,0.26
Females,18-29,Have never smoked,2003,0.602
Females,18-29,Stopped smoking,2003,0.174
Females,18-29,Smoke less than daily,2003,0.029
Females,18-29,Smoke daily,2003,0.195
Females,30-39,Have never smoked,2003,0.475
Females,30-39,Stopped smoking,2003,0.306
Females,30-39,Smoke less than daily,2003,0.047
Females,30-39,Smoke daily,2003,0.173
Females,40-49,Have never smoked,2003,0.352
Females,40-49,Stopped smoking,2003,0.322
Females,40-49,Smoke less than daily,2003,0.04
Females,40-49,Smoke daily,2003,0.286
Females,50-59,Have never smoked,2003,0.33
Females,50-59,Stopped smoking,2003,0.409
Females,50-59,Smoke less than daily,2003,0.045
Females,50-59,Smoke daily,2003,0.216
Females,60-69,Have never smoked,2003,0.417
Females,60-69,Stopped smoking,2003,0.383
Females,60-69,Smoke less than daily,2003,0.017
Females,60-69,Smoke daily,2003,0.183
Females,70-89,Have never smoked,2003,0.5
Females,70-89,Stopped smoking,2003,0.393
Females,70-89,Smoke less than daily,2003,0.025
Females,70-89,Smoke daily,2003,0.082
Females,18-69,Have never smoked,2003,0.46
Females,18-69,Stopped smoking,2003,0.293
Females,18-69,Smoke less than daily,2003,0.037
Females,18-69,Smoke daily,2003,0.21
Females,18-79,Have never smoked,2003,0.46
Females,18-79,Stopped smoking,2003,0.301
Females,18-79,Smoke less than daily,2003,0.037
Females,18-79,Smoke daily,2003,0.202
Females,18-89,Have never smoked,2003,0.464
Females,18-89,Stopped smoking,2003,0.303
Females,18-89,Smoke less than daily,2003,0.036
Females,18-89,Smoke daily,2003,0.197
Total,18-29,Have never smoked,2004,0.565
Total,18-29,Stopped smoking,2004,0.158
Total,18-29,Smoke less than daily,2004,0.059
Total,18-29,Smoke daily,2004,0.218
Total,30-39,Have never smoked,2004,0.509
Total,30-39,Stopped smoking,2004,0.25
Total,30-39,Smoke less than daily,2004,0.038
Total,30-39,Smoke daily,2004,0.203
Total,40-49,Have never smoked,2004,0.338
Total,40-49,Stopped smoking,2004,0.389
Total,40-49,Smoke less than daily,2004,0.053
Total,40-49,Smoke daily,2004,0.219
Total,50-59,Have never smoked,2004,0.349
Total,50-59,Stopped smoking,2004,0.406
Total,50-59,Smoke less than daily,2004,0.036
Total,50-59,Smoke daily,2004,0.209
Total,60-69,Have never smoked,2004,0.326
Total,60-69,Stopped smoking,2004,0.417
Total,60-69,Smoke less than daily,2004,0.041
Total,60-69,Smoke daily,2004,0.216
Total,70-89,Have never smoked,2004,0.374
Total,70-89,Stopped smoking,2004,0.489
Total,70-89,Smoke less than daily,2004,0.022
Total,70-89,Smoke daily,2004,0.115
Total,18-69,Have never smoked,2004,0.437
Total,18-69,Stopped smoking,2004,0.302
Total,18-69,Smoke less than daily,2004,0.047
Total,18-69,Smoke daily,2004,0.213
Total,18-79,Have never smoked,2004,0.431
Total,18-79,Stopped smoking,2004,0.315
Total,18-79,Smoke less than daily,2004,0.045
Total,18-79,Smoke daily,2004,0.208
Total,18-89,Have never smoked,2004,0.431
Total,18-89,Stopped smoking,2004,0.319
Total,18-89,Smoke less than daily,2004,0.045
Total,18-89,Smoke daily,2004,0.204
Males,18-29,Have never smoked,2004,0.584
Males,18-29,Stopped smoking,2004,0.132
Males,18-29,Smoke less than daily,2004,0.043
Males,18-29,Smoke daily,2004,0.241
Males,30-39,Have never smoked,2004,0.515
Males,30-39,Stopped smoking,2004,0.205
Males,30-39,Smoke less than daily,2004,0.044
Males,30-39,Smoke daily,2004,0.236
Males,40-49,Have never smoked,2004,0.332
Males,40-49,Stopped smoking,2004,0.397
Males,40-49,Smoke less than daily,2004,0.04
Males,40-49,Smoke daily,2004,0.231
Males,50-59,Have never smoked,2004,0.281
Males,50-59,Stopped smoking,2004,0.477
Males,50-59,Smoke less than daily,2004,0.03
Males,50-59,Smoke daily,2004,0.211
Males,60-69,Have never smoked,2004,0.27
Males,60-69,Stopped smoking,2004,0.4
Males,60-69,Smoke less than daily,2004,0.052
Males,60-69,Smoke daily,2004,0.278
Males,70-89,Have never smoked,2004,0.254
Males,70-89,Stopped smoking,2004,0.658
Males,70-89,Smoke less than daily,2004,0.026
Males,70-89,Smoke daily,2004,0.061
Males,18-69,Have never smoked,2004,0.417
Males,18-69,Stopped smoking,2004,0.306
Males,18-69,Smoke less than daily,2004,0.041
Males,18-69,Smoke daily,2004,0.236
Males,18-79,Have never smoked,2004,0.405
Males,18-79,Stopped smoking,2004,0.332
Males,18-79,Smoke less than daily,2004,0.04
Males,18-79,Smoke daily,2004,0.223
Males,18-89,Have never smoked,2004,0.401
Males,18-89,Stopped smoking,2004,0.34
Males,18-89,Smoke less than daily,2004,0.04
Males,18-89,Smoke daily,2004,0.219
Females,18-29,Have never smoked,2004,0.55
Females,18-29,Stopped smoking,2004,0.178
Females,18-29,Smoke less than daily,2004,0.071
Females,18-29,Smoke daily,2004,0.201
Females,30-39,Have never smoked,2004,0.502
Females,30-39,Stopped smoking,2004,0.293
Females,30-39,Smoke less than daily,2004,0.033
Females,30-39,Smoke daily,2004,0.172
Females,40-49,Have never smoked,2004,0.344
Females,40-49,Stopped smoking,2004,0.382
Females,40-49,Smoke less than daily,2004,0.066
Females,40-49,Smoke daily,2004,0.208
Females,50-59,Have never smoked,2004,0.42
Females,50-59,Stopped smoking,2004,0.33
Females,50-59,Smoke less than daily,2004,0.043
Females,50-59,Smoke daily,2004,0.207
Females,60-69,Have never smoked,2004,0.388
Females,60-69,Stopped smoking,2004,0.437
Females,60-69,Smoke less than daily,2004,0.029
Females,60-69,Smoke daily,2004,0.146
Females,70-89,Have never smoked,2004,0.496
Females,70-89,Stopped smoking,2004,0.319
Females,70-89,Smoke less than daily,2004,0.018
Females,70-89,Smoke daily,2004,0.168
Females,18-69,Have never smoked,2004,0.456
Females,18-69,Stopped smoking,2004,0.298
Females,18-69,Smoke less than daily,2004,0.053
Females,18-69,Smoke daily,2004,0.193
Females,18-79,Have never smoked,2004,0.457
Females,18-79,Stopped smoking,2004,0.298
Females,18-79,Smoke less than daily,2004,0.051
Females,18-79,Smoke daily,2004,0.194
Females,18-89,Have never smoked,2004,0.46
Females,18-89,Stopped smoking,2004,0.3
Females,18-89,Smoke less than daily,2004,0.05
Females,18-89,Smoke daily,2004,0.19
Total,18-29,Have never smoked,2005,0.523
Total,18-29,Stopped smoking,2005,0.199
Total,18-29,Smoke less than daily,2005,0.039
Total,18-29,Smoke daily,2005,0.239
Total,30-39,Have never smoked,2005,0.539
Total,30-39,Stopped smoking,2005,0.251
Total,30-39,Smoke less than daily,2005,0.031
Total,30-39,Smoke daily,2005,0.179
Total,40-49,Have never smoked,2005,0.391
Total,40-49,Stopped smoking,2005,0.345
Total,40-49,Smoke less than daily,2005,0.051
Total,40-49,Smoke daily,2005,0.213
Total,50-59,Have never smoked,2005,0.357
Total,50-59,Stopped smoking,2005,0.386
Total,50-59,Smoke less than daily,2005,0.043
Total,50-59,Smoke daily,2005,0.214
Total,60-69,Have never smoked,2005,0.345
Total,60-69,Stopped smoking,2005,0.42
Total,60-69,Smoke less than daily,2005,0.027
Total,60-69,Smoke daily,2005,0.208
Total,70-89,Have never smoked,2005,0.449
Total,70-89,Stopped smoking,2005,0.46
Total,70-89,Smoke less than daily,2005,0.014
Total,70-89,Smoke daily,2005,0.077
Total,18-69,Have never smoked,2005,0.445
Total,18-69,Stopped smoking,2005,0.302
Total,18-69,Smoke less than daily,2005,0.039
Total,18-69,Smoke daily,2005,0.213
Total,18-79,Have never smoked,2005,0.445
Total,18-79,Stopped smoking,2005,0.318
Total,18-79,Smoke less than daily,2005,0.038
Total,18-79,Smoke daily,2005,0.2
Total,18-89,Have never smoked,2005,0.446
Total,18-89,Stopped smoking,2005,0.321
Total,18-89,Smoke less than daily,2005,0.036
Total,18-89,Smoke daily,2005,0.197
Males,18-29,Have never smoked,2005,0.534
Males,18-29,Stopped smoking,2005,0.189
Males,18-29,Smoke less than daily,2005,0.02
Males,18-29,Smoke daily,2005,0.257
Males,30-39,Have never smoked,2005,0.584
Males,30-39,Stopped smoking,2005,0.208
Males,30-39,Smoke less than daily,2005,0.045
Males,30-39,Smoke daily,2005,0.163
Males,40-49,Have never smoked,2005,0.43
Males,40-49,Stopped smoking,2005,0.34
Males,40-49,Smoke less than daily,2005,0.038
Males,40-49,Smoke daily,2005,0.191
Males,50-59,Have never smoked,2005,0.301
Males,50-59,Stopped smoking,2005,0.443
Males,50-59,Smoke less than daily,2005,0.022
Males,50-59,Smoke daily,2005,0.235
Males,60-69,Have never smoked,2005,0.322
Males,60-69,Stopped smoking,2005,0.455
Males,60-69,Smoke less than daily,2005,0.025
Males,60-69,Smoke daily,2005,0.198
Males,70-89,Have never smoked,2005,0.344
Males,70-89,Stopped smoking,2005,0.552
Males,70-89,Smoke less than daily,2005,0.016
Males,70-89,Smoke daily,2005,0.088
Males,18-69,Have never smoked,2005,0.451
Males,18-69,Stopped smoking,2005,0.305
Males,18-69,Smoke less than daily,2005,0.03
Males,18-69,Smoke daily,2005,0.214
Males,18-79,Have never smoked,2005,0.442
Males,18-79,Stopped smoking,2005,0.326
Males,18-79,Smoke less than daily,2005,0.029
Males,18-79,Smoke daily,2005,0.202
Males,18-89,Have never smoked,2005,0.439
Males,18-89,Stopped smoking,2005,0.332
Males,18-89,Smoke less than daily,2005,0.028
Males,18-89,Smoke daily,2005,0.2
Females,18-29,Have never smoked,2005,0.512
Females,18-29,Stopped smoking,2005,0.209
Females,18-29,Smoke less than daily,2005,0.057
Females,18-29,Smoke daily,2005,0.222
Females,30-39,Have never smoked,2005,0.504
Females,30-39,Stopped smoking,2005,0.284
Females,30-39,Smoke less than daily,2005,0.021
Females,30-39,Smoke daily,2005,0.191
Females,40-49,Have never smoked,2005,0.357
Females,40-49,Stopped smoking,2005,0.349
Females,40-49,Smoke less than daily,2005,0.062
Females,40-49,Smoke daily,2005,0.233
Females,50-59,Have never smoked,2005,0.411
Females,50-59,Stopped smoking,2005,0.332
Females,50-59,Smoke less than daily,2005,0.063
Females,50-59,Smoke daily,2005,0.195
Females,60-69,Have never smoked,2005,0.366
Females,60-69,Stopped smoking,2005,0.388
Females,60-69,Smoke less than daily,2005,0.03
Females,60-69,Smoke daily,2005,0.216
Females,70-89,Have never smoked,2005,0.531
Females,70-89,Stopped smoking,2005,0.388
Females,70-89,Smoke less than daily,2005,0.013
Females,70-89,Smoke daily,2005,0.069
Females,18-69,Have never smoked,2005,0.439
Females,18-69,Stopped smoking,2005,0.3
Females,18-69,Smoke less than daily,2005,0.048
Females,18-69,Smoke daily,2005,0.213
Females,18-79,Have never smoked,2005,0.447
Females,18-79,Stopped smoking,2005,0.31
Females,18-79,Smoke less than daily,2005,0.045
Females,18-79,Smoke daily,2005,0.199
Females,18-89,Have never smoked,2005,0.451
Females,18-89,Stopped smoking,2005,0.311
Females,18-89,Smoke less than daily,2005,0.044
Females,18-89,Smoke daily,2005,0.195
Total,18-29,Have never smoked,2006,0.563
Total,18-29,Stopped smoking,2006,0.172
Total,18-29,Smoke less than daily,2006,0.043
Total,18-29,Smoke daily,2006,0.221
Total,30-39,Have never smoked,2006,0.521
Total,30-39,Stopped smoking,2006,0.248
Total,30-39,Smoke less than daily,2006,0.046
Total,30-39,Smoke daily,2006,0.185
Total,40-49,Have never smoked,2006,0.399
Total,40-49,Stopped smoking,2006,0.368
Total,40-49,Smoke less than daily,2006,0.027
Total,40-49,Smoke daily,2006,0.205
Total,50-59,Have never smoked,2006,0.308
Total,50-59,Stopped smoking,2006,0.44
Total,50-59,Smoke less than daily,2006,0.029
Total,50-59,Smoke daily,2006,0.222
Total,60-69,Have never smoked,2006,0.333
Total,60-69,Stopped smoking,2006,0.459
Total,60-69,Smoke less than daily,2006,0.028
Total,60-69,Smoke daily,2006,0.179
Total,70-89,Have never smoked,2006,0.416
Total,70-89,Stopped smoking,2006,0.464
Total,70-89,Smoke less than daily,2006,0.017
Total,70-89,Smoke daily,2006,0.103
Total,18-69,Have never smoked,2006,0.441
Total,18-69,Stopped smoking,2006,0.318
Total,18-69,Smoke less than daily,2006,0.036
Total,18-69,Smoke daily,2006,0.205
Total,18-79,Have never smoked,2006,0.436
Total,18-79,Stopped smoking,2006,0.329
Total,18-79,Smoke less than daily,2006,0.034
Total,18-79,Smoke daily,2006,0.201
Total,18-89,Have never smoked,2006,0.439
Total,18-89,Stopped smoking,2006,0.332
Total,18-89,Smoke less than daily,2006,0.034
Total,18-89,Smoke daily,2006,0.195
Males,18-29,Have never smoked,2006,0.542
Males,18-29,Stopped smoking,2006,0.177
Males,18-29,Smoke less than daily,2006,0.028
Males,18-29,Smoke daily,2006,0.253
Males,30-39,Have never smoked,2006,0.564
Males,30-39,Stopped smoking,2006,0.182
Males,30-39,Smoke less than daily,2006,0.027
Males,30-39,Smoke daily,2006,0.227
Males,40-49,Have never smoked,2006,0.359
Males,40-49,Stopped smoking,2006,0.367
Males,40-49,Smoke less than daily,2006,0.029
Males,40-49,Smoke daily,2006,0.245
Males,50-59,Have never smoked,2006,0.294
Males,50-59,Stopped smoking,2006,0.459
Males,50-59,Smoke less than daily,2006,0.021
Males,50-59,Smoke daily,2006,0.227
Males,60-69,Have never smoked,2006,0.26
Males,60-69,Stopped smoking,2006,0.537
Males,60-69,Smoke less than daily,2006,0.041
Males,60-69,Smoke daily,2006,0.163
Males,70-89,Have never smoked,2006,0.264
Males,70-89,Stopped smoking,2006,0.627
Males,70-89,Smoke less than daily,2006,0.018
Males,70-89,Smoke daily,2006,0.091
Males,18-69,Have never smoked,2006,0.423
Males,18-69,Stopped smoking,2006,0.319
Males,18-69,Smoke less than daily,2006,0.028
Males,18-69,Smoke daily,2006,0.23
Males,18-79,Have never smoked,2006,0.411
Males,18-79,Stopped smoking,2006,0.339
Males,18-79,Smoke less than daily,2006,0.027
Males,18-79,Smoke daily,2006,0.223
Males,18-89,Have never smoked,2006,0.408
Males,18-89,Stopped smoking,2006,0.349
Males,18-89,Smoke less than daily,2006,0.027
Males,18-89,Smoke daily,2006,0.216
Females,18-29,Have never smoked,2006,0.582
Females,18-29,Stopped smoking,2006,0.168
Females,18-29,Smoke less than daily,2006,0.057
Females,18-29,Smoke daily,2006,0.193
Females,30-39,Have never smoked,2006,0.485
Females,30-39,Stopped smoking,2006,0.304
Females,30-39,Smoke less than daily,2006,0.062
Females,30-39,Smoke daily,2006,0.15
Females,40-49,Have never smoked,2006,0.436
Females,40-49,Stopped smoking,2006,0.368
Females,40-49,Smoke less than daily,2006,0.026
Females,40-49,Smoke daily,2006,0.169
Females,50-59,Have never smoked,2006,0.321
Females,50-59,Stopped smoking,2006,0.423
Females,50-59,Smoke less than daily,2006,0.037
Females,50-59,Smoke daily,2006,0.219
Females,60-69,Have never smoked,2006,0.407
