"Year","Reason","Health services","Sex","Income quintiles","Proportion of individuals (%)","Proportion lower bounds (%)","Proportion upper bounds (%)"
"2013","Total","Dentist","Females","Third quintile 41-60%",6.3,4.1,9.6
"2013","Total","Dentist","Females","Fourth quintile 61-80%",5.2,3.3,8.3
"2013","Total","Dentist","Females","Top quintile 81-100%",3.1,1.7,5.8
"2013","Total","Dentist","Males","Total",6.9,5.7,8.4
"2013","Total","Dentist","Males","Bottom quintile 1-20%",11.3,7.9,16.0
"2013","Total","Dentist","Males","Second quintile 21-40%",8.5,5.6,12.6
"2013","Total","Dentist","Males","Third quintile 41-60%",5.1,3.0,8.4
"2013","Total","Dentist","Males","Fourth quintile 61-80%",6.5,4.1,10.1
"2013","Total","Dentist","Males","Top quintile 81-100%",4.6,2.8,7.4
"2013","Total","Doctor or medical specialist","Total","Total",13.1,11.9,14.4
"2013","Total","Doctor or medical specialist","Total","Bottom quintile 1-20%",19.1,16.0,22.7
"2013","Total","Doctor or medical specialist","Total","Second quintile 21-40%",17.4,14.4,20.7
"2013","Total","Doctor or medical specialist","Total","Third quintile 41-60%",13.2,10.7,16.3
"2013","Total","Doctor or medical specialist","Total","Fourth quintile 61-80%",10.3,8.1,13.0
"2013","Total","Doctor or medical specialist","Total","Top quintile 81-100%",6.7,4.9,9.0
"2013","Total","Doctor or medical specialist","Females","Total",13.1,11.5,14.9
"2013","Total","Doctor or medical specialist","Females","Bottom quintile 1-20%",17.2,13.4,21.9
"2013","Total","Doctor or medical specialist","Females","Second quintile 21-40%",18.5,14.5,23.2
"2013","Total","Doctor or medical specialist","Females","Third quintile 41-60%",14.0,10.5,18.4
"2013","Total","Doctor or medical specialist","Females","Fourth quintile 61-80%",11.4,8.3,15.4
"2013","Total","Doctor or medical specialist","Females","Top quintile 81-100%",4.3,2.5,7.3
"2013","Total","Doctor or medical specialist","Males","Total",13.0,11.3,14.9
"2013","Total","Doctor or medical specialist","Males","Bottom quintile 1-20%",21.4,16.6,27.3
"2013","Total","Doctor or medical specialist","Males","Second quintile 21-40%",16.2,12.1,21.3
"2013","Total","Doctor or medical specialist","Males","Third quintile 41-60%",12.4,8.9,17.1
"2013","Total","Doctor or medical specialist","Males","Fourth quintile 61-80%",9.2,6.3,13.3
"2013","Total","Doctor or medical specialist","Males","Top quintile 81-100%",8.5,5.9,12.1
"2013","Too expensive","Dentist","Total","Total",2.9,2.4,3.6
"2013","Too expensive","Dentist","Total","Bottom quintile 1-20%",6.1,4.4,8.5
"2013","Too expensive","Dentist","Total","Second quintile 21-40%",4.6,3.2,6.7
"2013","Too expensive","Dentist","Total","Third quintile 41-60%",2.2,1.3,3.8
"2013","Too expensive","Dentist","Total","Fourth quintile 61-80%",1.6,0.8,3.0
"2013","Too expensive","Dentist","Total","Top quintile 81-100%",0.6,0.2,1.6
"2013","Too expensive","Dentist","Females","Total",3.7,2.9,4.8
"2013","Too expensive","Dentist","Females","Bottom quintile 1-20%",7.3,4.8,10.9
"2013","Too expensive","Dentist","Females","Second quintile 21-40%",5.8,3.7,9.0
"2013","Too expensive","Dentist","Females","Third quintile 41-60%",3.3,1.8,6.1
"2013","Too expensive","Dentist","Females","Fourth quintile 61-80%",1.6,0.6,3.7
"2013","Too expensive","Dentist","Females","Top quintile 81-100%",0.6,0.2,2.6
"2013","Too expensive","Dentist","Males","Total",2.1,1.5,3.0
"2013","Too expensive","Dentist","Males","Bottom quintile 1-20%",4.7,2.7,8.2
"2013","Too expensive","Dentist","Males","Second quintile 21-40%",3.4,1.8,6.6
"2013","Too expensive","Dentist","Males","Third quintile 41-60%",1.0,0.3,3.1
"2013","Too expensive","Dentist","Males","Fourth quintile 61-80%",1.6,0.6,4.1
"2013","Too expensive","Dentist","Males","Top quintile 81-100%",0.5,0.1,2.2
"2013","Too expensive","Doctor or medical specialist","Total","Total",11.1,10.0,12.3
"2013","Too expensive","Doctor or medical specialist","Total","Bottom quintile 1-20%",17.6,14.6,21.1
"2013","Too expensive","Doctor or medical specialist","Total","Second quintile 21-40%",15.1,12.4,18.3
"2013","Too expensive","Doctor or medical specialist","Total","Third quintile 41-60%",11.1,8.8,14.0
"2013","Too expensive","Doctor or medical specialist","Total","Fourth quintile 61-80%",8.1,6.2,10.7
"2013","Too expensive","Doctor or medical specialist","Total","Top quintile 81-100%",4.7,3.3,6.7
"2013","Too expensive","Doctor or medical specialist","Females","Total",11.5,10.0,13.2
"2013","Too expensive","Doctor or medical specialist","Females","Bottom quintile 1-20%",16.6,12.8,21.2
"2013","Too expensive","Doctor or medical specialist","Females","Second quintile 21-40%",16.5,12.7,21.1
"2013","Too expensive","Doctor or medical specialist","Females","Third quintile 41-60%",12.3,9.0,16.5
"2013","Too expensive","Doctor or medical specialist","Females","Fourth quintile 61-80%",8.6,5.9,12.3
"2013","Too expensive","Doctor or medical specialist","Females","Top quintile 81-100%",3.3,1.8,6.1
"2013","Too expensive","Doctor or medical specialist","Males","Total",10.6,9.1,12.4
"2013","Too expensive","Doctor or medical specialist","Males","Bottom quintile 1-20%",19.0,14.4,24.6
"2013","Too expensive","Doctor or medical specialist","Males","Second quintile 21-40%",13.7,9.9,18.5
"2013","Too expensive","Doctor or medical specialist","Males","Third quintile 41-60%",9.8,6.7,14.1
"2013","Too expensive","Doctor or medical specialist","Males","Fourth quintile 61-80%",7.7,5.0,11.5
"2013","Too expensive","Doctor or medical specialist","Males","Top quintile 81-100%",5.8,3.7,8.9
"2013","Other reasons","Dentist","Total","Total",4.2,3.5,5.0
"2013","Other reasons","Dentist","Total","Bottom quintile 1-20%",5.8,4.1,8.1
"2013","Other reasons","Dentist","Total","Second quintile 21-40%",4.3,2.9,6.4
"2013","Other reasons","Dentist","Total","Third quintile 41-60%",3.5,2.3,5.3
"2013","Other reasons","Dentist","Total","Fourth quintile 61-80%",4.3,2.9,6.3
"2013","Other reasons","Dentist","Total","Top quintile 81-100%",3.4,2.2,5.1
"2013","Other reasons","Dentist","Females","Total",3.7,2.8,4.7
"2013","Other reasons","Dentist","Females","Bottom quintile 1-20%",5.2,3.2,8.3
"2013","Other reasons","Dentist","Females","Second quintile 21-40%",3.9,2.2,6.8
"2013","Other reasons","Dentist","Females","Third quintile 41-60%",3.0,1.6,5.5
"2013","Other reasons","Dentist","Females","Fourth quintile 61-80%",3.7,2.1,6.4
"2013","Other reasons","Dentist","Females","Top quintile 81-100%",2.5,1.3,5.0
"2013","Other reasons","Dentist","Males","Total",4.8,3.8,6.1
"2013","Other reasons","Dentist","Males","Bottom quintile 1-20%",6.6,4.0,10.6
"2013","Other reasons","Dentist","Males","Second quintile 21-40%",4.7,2.7,8.2
"2013","Other reasons","Dentist","Males","Third quintile 41-60%",4.0,2.2,7.2
"2013","Other reasons","Dentist","Males","Fourth quintile 61-80%",4.9,2.9,8.2
"2013","Other reasons","Dentist","Males","Top quintile 81-100%",4.0,2.4,6.8
"2013","Other reasons","Doctor or medical specialist","Total","Total",2.0,1.5,2.6
"2013","Other reasons","Doctor or medical specialist","Total","Bottom quintile 1-20%",1.5,0.7,3.1
"2013","Other reasons","Doctor or medical specialist","Total","Second quintile 21-40%",2.3,1.3,3.9
"2013","Other reasons","Doctor or medical specialist","Total","Third quintile 41-60%",2.1,1.2,3.8
"2013","Other reasons","Doctor or medical specialist","Total","Fourth quintile 61-80%",2.1,1.2,3.7
"2013","Other reasons","Doctor or medical specialist","Total","Top quintile 81-100%",2.0,1.1,3.4
"2013","Other reasons","Doctor or medical specialist","Females","Total",1.6,1.1,2.4
"2013","Other reasons","Doctor or medical specialist","Females","Bottom quintile 1-20%",0.7,0.2,2.6
"2013","Other reasons","Doctor or medical specialist","Females","Second quintile 21-40%",2.0,0.9,4.4
"2013","Other reasons","Doctor or medical specialist","Females","Third quintile 41-60%",1.7,0.7,4.0
"2013","Other reasons","Doctor or medical specialist","Females","Fourth quintile 61-80%",2.8,1.4,5.3
"2013","Other reasons","Doctor or medical specialist","Females","Top quintile 81-100%",1.0,0.3,3.0
"2013","Other reasons","Doctor or medical specialist","Males","Total",2.4,1.7,3.4
"2013","Other reasons","Doctor or medical specialist","Males","Bottom quintile 1-20%",2.5,1.0,5.9
"2013","Other reasons","Doctor or medical specialist","Males","Second quintile 21-40%",2.5,1.2,5.3
"2013","Other reasons","Doctor or medical specialist","Males","Third quintile 41-60%",2.6,1.2,5.7
"2013","Other reasons","Doctor or medical specialist","Males","Fourth quintile 61-80%",1.5,0.6,3.9
"2013","Other reasons","Doctor or medical specialist","Males","Top quintile 81-100%",2.7,1.4,5.2
"2014","Total","Dentist","Total","Total",8.6,7.6,9.7
"2014","Total","Dentist","Total","Bottom quintile 1-20%",15.7,12.9,19.0
"2014","Total","Dentist","Total","Second quintile 21-40%",9.6,7.4,12.3
"2014","Total","Dentist","Total","Third quintile 41-60%",6.4,4.6,8.7
"2014","Total","Dentist","Total","Fourth quintile 61-80%",7.5,5.6,10.0
"2014","Total","Dentist","Total","Top quintile 81-100%",4.7,3.3,6.6
"2014","Total","Dentist","Females","Total",9.8,8.4,11.5
"2014","Total","Dentist","Females","Bottom quintile 1-20%",18.4,14.3,23.2
"2014","Total","Dentist","Females","Second quintile 21-40%",10.6,7.6,14.6
"2014","Total","Dentist","Females","Third quintile 41-60%",7.1,4.7,10.6
"2014","Total","Dentist","Females","Fourth quintile 61-80%",7.9,5.2,12.0
"2014","Total","Dentist","Females","Top quintile 81-100%",4.9,3.0,8.1
"2014","Total","Dentist","Males","Total",7.4,6.1,8.8
"2014","Total","Dentist","Males","Bottom quintile 1-20%",12.5,8.9,17.3
"2014","Total","Dentist","Males","Second quintile 21-40%",8.5,5.7,12.5
"2014","Total","Dentist","Males","Third quintile 41-60%",5.6,3.3,9.1
"2014","Total","Dentist","Males","Fourth quintile 61-80%",7.1,4.7,10.5
"2014","Total","Dentist","Males","Top quintile 81-100%",4.5,2.7,7.3
"2014","Total","Doctor or medical specialist","Total","Total",13.1,11.9,14.4
"2014","Total","Doctor or medical specialist","Total","Bottom quintile 1-20%",23.7,20.3,27.5
"2014","Total","Doctor or medical specialist","Total","Second quintile 21-40%",15.5,12.7,18.8
"2014","Total","Doctor or medical specialist","Total","Third quintile 41-60%",11.9,9.5,14.8
"2014","Total","Doctor or medical specialist","Total","Fourth quintile 61-80%",8.4,6.4,11.0
"2014","Total","Doctor or medical specialist","Total","Top quintile 81-100%",7.4,5.6,9.8
"2014","Total","Doctor or medical specialist","Females","Total",14.2,12.4,16.1
"2014","Total","Doctor or medical specialist","Females","Bottom quintile 1-20%",22.9,18.4,28.1
"2014","Total","Doctor or medical specialist","Females","Second quintile 21-40%",16.6,12.7,21.4
"2014","Total","Doctor or medical specialist","Females","Third quintile 41-60%",12.5,9.3,16.7
"2014","Total","Doctor or medical specialist","Females","Fourth quintile 61-80%",10.8,7.6,15.2
"2014","Total","Doctor or medical specialist","Females","Top quintile 81-100%",7.4,4.8,11.3
"2014","Total","Doctor or medical specialist","Males","Total",12.1,10.4,13.9
"2014","Total","Doctor or medical specialist","Males","Bottom quintile 1-20%",24.7,19.7,30.5
"2014","Total","Doctor or medical specialist","Males","Second quintile 21-40%",14.3,10.4,19.2
"2014","Total","Doctor or medical specialist","Males","Third quintile 41-60%",11.1,7.8,15.7
"2014","Total","Doctor or medical specialist","Males","Fourth quintile 61-80%",6.4,4.1,9.7
"2014","Total","Doctor or medical specialist","Males","Top quintile 81-100%",7.4,5.1,10.7
"2014","Too expensive","Dentist","Total","Total",3.4,2.8,4.1
"2014","Too expensive","Dentist","Total","Bottom quintile 1-20%",6.5,4.7,8.9
"2014","Too expensive","Dentist","Total","Second quintile 21-40%",4.0,2.7,6.0
"2014","Too expensive","Dentist","Total","Third quintile 41-60%",2.5,1.5,4.1
"2014","Too expensive","Dentist","Total","Fourth quintile 61-80%",2.8,1.7,4.5
"2014","Too expensive","Dentist","Total","Top quintile 81-100%",1.7,0.9,3.1
"2014","Too expensive","Dentist","Females","Total",4.5,3.5,5.7
"2014","Too expensive","Dentist","Females","Bottom quintile 1-20%",7.7,5.2,11.3
"2014","Too expensive","Dentist","Females","Second quintile 21-40%",4.4,2.6,7.4
"2014","Too expensive","Dentist","Females","Third quintile 41-60%",3.6,2.0,6.3
"2014","Too expensive","Dentist","Females","Fourth quintile 61-80%",4.5,2.6,7.9
"2014","Too expensive","Dentist","Females","Top quintile 81-100%",2.1,0.9,4.7
"2014","Too expensive","Dentist","Males","Total",2.3,1.7,3.3
"2014","Too expensive","Dentist","Males","Bottom quintile 1-20%",5.1,3.0,8.7
"2014","Too expensive","Dentist","Males","Second quintile 21-40%",3.7,2.0,6.7
"2014","Too expensive","Dentist","Males","Third quintile 41-60%",1.1,0.3,3.4
"2014","Too expensive","Dentist","Males","Fourth quintile 61-80%",1.3,0.5,3.1
"2014","Too expensive","Dentist","Males","Top quintile 81-100%",1.3,0.5,3.4
"2014","Too expensive","Doctor or medical specialist","Total","Total",10.4,9.3,11.6
"2014","Too expensive","Doctor or medical specialist","Total","Bottom quintile 1-20%",19.5,16.3,23.0
"2014","Too expensive","Doctor or medical specialist","Total","Second quintile 21-40%",13.6,10.9,16.8
"2014","Too expensive","Doctor or medical specialist","Total","Third quintile 41-60%",9.4,7.2,12.0
"2014","Too expensive","Doctor or medical specialist","Total","Fourth quintile 61-80%",6.2,4.5,8.5
"2014","Too expensive","Doctor or medical specialist","Total","Top quintile 81-100%",4.7,3.2,6.7
"2014","Too expensive","Doctor or medical specialist","Females","Total",11.9,10.3,13.6
"2014","Too expensive","Doctor or medical specialist","Females","Bottom quintile 1-20%",19.8,15.6,24.8
"2014","Too expensive","Doctor or medical specialist","Females","Second quintile 21-40%",14.9,11.2,19.5
"2014","Too expensive","Doctor or medical specialist","Females","Third quintile 41-60%",10.3,7.4,14.1
"2014","Too expensive","Doctor or medical specialist","Females","Fourth quintile 61-80%",8.9,6.0,13.0
"2014","Too expensive","Doctor or medical specialist","Females","Top quintile 81-100%",5.0,3.0,8.4
"2014","Too expensive","Doctor or medical specialist","Males","Total",8.9,7.5,10.5
"2014","Too expensive","Doctor or medical specialist","Males","Bottom quintile 1-20%",19.0,14.5,24.5
"2014","Too expensive","Doctor or medical specialist","Males","Second quintile 21-40%",12.1,8.5,16.8
"2014","Too expensive","Doctor or medical specialist","Males","Third quintile 41-60%",8.3,5.4,12.4
"2014","Too expensive","Doctor or medical specialist","Males","Fourth quintile 61-80%",4.0,2.3,6.8
"2014","Too expensive","Doctor or medical specialist","Males","Top quintile 81-100%",4.4,2.6,7.3
"2014","Other reasons","Dentist","Total","Total",5.1,4.4,6.0
"2014","Other reasons","Dentist","Total","Bottom quintile 1-20%",9.2,7.0,12.0
"2014","Other reasons","Dentist","Total","Second quintile 21-40%",5.5,3.9,7.7
"2014","Other reasons","Dentist","Total","Third quintile 41-60%",3.6,2.3,5.5
"2014","Other reasons","Dentist","Total","Fourth quintile 61-80%",4.7,3.2,6.8
"2014","Other reasons","Dentist","Total","Top quintile 81-100%",3.0,2.0,4.6
"2014","Other reasons","Dentist","Females","Total",5.4,4.3,6.7
"2014","Other reasons","Dentist","Females","Bottom quintile 1-20%",10.7,7.6,14.9
"2014","Other reasons","Dentist","Females","Second quintile 21-40%",6.2,4.0,9.5
"2014","Other reasons","Dentist","Females","Third quintile 41-60%",3.5,1.9,6.4
"2014","Other reasons","Dentist","Females","Fourth quintile 61-80%",3.4,1.8,6.5
"2014","Other reasons","Dentist","Females","Top quintile 81-100%",2.8,1.4,5.4
"2014","Other reasons","Dentist","Males","Total",4.9,3.9,6.1
"2014","Other reasons","Dentist","Males","Bottom quintile 1-20%",7.4,4.7,11.5
"2014","Other reasons","Dentist","Males","Second quintile 21-40%",4.8,2.8,8.1
"2014","Other reasons","Dentist","Males","Third quintile 41-60%",3.7,2.0,6.8
"2014","Other reasons","Dentist","Males","Fourth quintile 61-80%",5.8,3.7,9.1
"2014","Other reasons","Dentist","Males","Top quintile 81-100%",3.2,1.8,5.6
"2014","Other reasons","Doctor or medical specialist","Total","Total",2.7,2.2,3.4
"2014","Other reasons","Doctor or medical specialist","Total","Bottom quintile 1-20%",4.3,2.8,6.4
"2014","Other reasons","Doctor or medical specialist","Total","Second quintile 21-40%",1.9,1.1,3.5
"2014","Other reasons","Doctor or medical specialist","Total","Third quintile 41-60%",2.5,1.5,4.3
"2014","Other reasons","Doctor or medical specialist","Total","Fourth quintile 61-80%",2.2,1.2,3.8
"2014","Other reasons","Doctor or medical specialist","Total","Top quintile 81-100%",2.7,1.7,4.3
"2014","Other reasons","Doctor or medical specialist","Females","Total",2.3,1.6,3.2
"2014","Other reasons","Doctor or medical specialist","Females","Bottom quintile 1-20%",3.1,1.6,5.9
"2014","Other reasons","Doctor or medical specialist","Females","Second quintile 21-40%",1.7,0.7,4.2
"2014","Other reasons","Doctor or medical specialist","Females","Third quintile 41-60%",2.2,1.0,4.9
"2014","Other reasons","Doctor or medical specialist","Females","Fourth quintile 61-80%",2.0,0.8,4.7
"2014","Other reasons","Doctor or medical specialist","Females","Top quintile 81-100%",2.4,1.1,5.2
"2014","Other reasons","Doctor or medical specialist","Males","Total",3.2,2.4,4.2
"2014","Other reasons","Doctor or medical specialist","Males","Bottom quintile 1-20%",5.7,3.4,9.4
"2014","Other reasons","Doctor or medical specialist","Males","Second quintile 21-40%",2.2,1.0,4.9
"2014","Other reasons","Doctor or medical specialist","Males","Third quintile 41-60%",2.9,1.4,6.0
"2014","Other reasons","Doctor or medical specialist","Males","Fourth quintile 61-80%",2.4,1.1,5.0
"2014","Other reasons","Doctor or medical specialist","Males","Top quintile 81-100%",3.0,1.7,5.3
"2015","Total","Dentist","Total","Total",8.5,7.5,9.6
"2015","Total","Dentist","Total","Bottom quintile 1-20%",13.2,10.5,16.4
"2015","Total","Dentist","Total","Second quintile 21-40%",9.2,7.0,12.0
"2015","Total","Dentist","Total","Third quintile 41-60%",10.3,8.0,13.3
"2015","Total","Dentist","Total","Fourth quintile 61-80%",5.1,3.6,7.2
"2015","Total","Dentist","Total","Top quintile 81-100%",5.3,3.8,7.5
"2015","Total","Dentist","Females","Total",9.6,8.2,11.3
"2015","Total","Dentist","Females","Bottom quintile 1-20%",13.7,10.1,18.3
"2015","Total","Dentist","Females","Second quintile 21-40%",10.2,7.1,14.4
"2015","Total","Dentist","Females","Third quintile 41-60%",12.6,9.1,17.2
"2015","Total","Dentist","Females","Fourth quintile 61-80%",6.0,3.8,9.4
"2015","Total","Dentist","Females","Top quintile 81-100%",5.6,3.4,8.9
"2015","Total","Dentist","Males","Total",7.3,6.0,8.9
"2015","Total","Dentist","Males","Bottom quintile 1-20%",12.6,8.9,17.6
"2015","Total","Dentist","Males","Second quintile 21-40%",8.1,5.3,12.3
"2015","Total","Dentist","Males","Third quintile 41-60%",7.9,5.2,11.9
"2015","Total","Dentist","Males","Fourth quintile 61-80%",4.3,2.4,7.4
"2015","Total","Dentist","Males","Top quintile 81-100%",5.2,3.1,8.4
"2015","Total","Doctor or medical specialist","Total","Total",12.6,11.4,13.9
"2015","Total","Doctor or medical specialist","Total","Bottom quintile 1-20%",22.6,19.1,26.4
"2015","Total","Doctor or medical specialist","Total","Second quintile 21-40%",14.3,11.6,17.6
"2015","Total","Doctor or medical specialist","Total","Third quintile 41-60%",13.0,10.3,16.1
"2015","Total","Doctor or medical specialist","Total","Fourth quintile 61-80%",8.8,6.7,11.4
"2015","Total","Doctor or medical specialist","Total","Top quintile 81-100%",5.9,4.2,8.1
"2015","Total","Doctor or medical specialist","Females","Total",13.4,11.7,15.3
"2015","Total","Doctor or medical specialist","Females","Bottom quintile 1-20%",23.3,18.6,28.7
"2015","Total","Doctor or medical specialist","Females","Second quintile 21-40%",16.6,12.7,21.5
"2015","Total","Doctor or medical specialist","Females","Third quintile 41-60%",13.5,9.9,18.1
"2015","Total","Doctor or medical specialist","Females","Fourth quintile 61-80%",9.5,6.6,13.6
"2015","Total","Doctor or medical specialist","Females","Top quintile 81-100%",3.6,2.0,6.6
"2015","Total","Doctor or medical specialist","Males","Total",11.9,10.2,13.7
"2015","Total","Doctor or medical specialist","Males","Bottom quintile 1-20%",21.7,16.8,27.6
"2015","Total","Doctor or medical specialist","Males","Second quintile 21-40%",11.8,8.4,16.4
"2015","Total","Doctor or medical specialist","Males","Third quintile 41-60%",12.4,8.8,17.0
"2015","Total","Doctor or medical specialist","Males","Fourth quintile 61-80%",8.1,5.4,11.9
"2015","Total","Doctor or medical specialist","Males","Top quintile 81-100%",7.8,5.3,11.3
"2015","Too expensive","Dentist","Total","Total",3.3,2.6,4.0
"2015","Too expensive","Dentist","Total","Bottom quintile 1-20%",7.0,5.0,9.6
"2015","Too expensive","Dentist","Total","Second quintile 21-40%",2.1,1.2,3.7
"2015","Too expensive","Dentist","Total","Third quintile 41-60%",5.6,3.9,7.9
"2015","Too expensive","Dentist","Total","Fourth quintile 61-80%",1.0,0.5,2.2
"2015","Too expensive","Dentist","Total","Top quintile 81-100%",1.1,0.5,2.4
"2015","Too expensive","Dentist","Females","Total",4.2,3.3,5.5
"2015","Too expensive","Dentist","Females","Bottom quintile 1-20%",8.0,5.3,12.0
"2015","Too expensive","Dentist","Females","Second quintile 21-40%",2.4,1.1,5.0
"2015","Too expensive","Dentist","Females","Third quintile 41-60%",8.5,5.6,12.7
"2015","Too expensive","Dentist","Females","Fourth quintile 61-80%",1.5,0.6,3.8
"2015","Too expensive","Dentist","Females","Top quintile 81-100%",0.6,0.2,2.5
"2015","Too expensive","Dentist","Males","Total",2.3,1.6,3.2
"2015","Too expensive","Dentist","Males","Bottom quintile 1-20%",5.7,3.3,9.7
"2015","Too expensive","Dentist","Males","Second quintile 21-40%",1.8,0.7,4.2
"2015","Too expensive","Dentist","Males","Third quintile 41-60%",2.5,1.2,5.1
"2015","Too expensive","Dentist","Males","Fourth quintile 61-80%",0.6,0.1,2.3
"2015","Too expensive","Dentist","Males","Top quintile 81-100%",1.5,0.5,3.9
"2015","Too expensive","Doctor or medical specialist","Total","Total",10.2,9.1,11.4
"2015","Too expensive","Doctor or medical specialist","Total","Bottom quintile 1-20%",19.1,15.9,22.8
"2015","Too expensive","Doctor or medical specialist","Total","Second quintile 21-40%",11.7,9.2,14.7
"2015","Too expensive","Doctor or medical specialist","Total","Third quintile 41-60%",11.7,9.3,14.8
"2015","Too expensive","Doctor or medical specialist","Total","Fourth quintile 61-80%",6.1,4.5,8.4
"2015","Too expensive","Doctor or medical specialist","Total","Top quintile 81-100%",3.7,2.4,5.5
"2015","Too expensive","Doctor or medical specialist","Females","Total",11.6,10.0,13.4
"2015","Too expensive","Doctor or medical specialist","Females","Bottom quintile 1-20%",20.7,16.3,25.9
"2015","Too expensive","Doctor or medical specialist","Females","Second quintile 21-40%",13.2,9.7,17.8
"2015","Too expensive","Doctor or medical specialist","Females","Third quintile 41-60%",13.0,9.5,17.6
"2015","Too expensive","Doctor or medical specialist","Females","Fourth quintile 61-80%",8.0,5.4,11.8
"2015","Too expensive","Doctor or medical specialist","Females","Top quintile 81-100%",2.8,1.5,5.5
"2015","Too expensive","Doctor or medical specialist","Males","Total",8.8,7.4,10.4
"2015","Too expensive","Doctor or medical specialist","Males","Bottom quintile 1-20%",17.2,12.8,22.7
"2015","Too expensive","Doctor or medical specialist","Males","Second quintile 21-40%",10.0,6.8,14.3
"2015","Too expensive","Doctor or medical specialist","Males","Third quintile 41-60%",10.5,7.2,14.9
"2015","Too expensive","Doctor or medical specialist","Males","Fourth quintile 61-80%",4.4,2.5,7.4
"2015","Too expensive","Doctor or medical specialist","Males","Top quintile 81-100%",4.3,2.6,7.3
"2015","Other reasons","Dentist","Total","Total",5.1,4.3,6.0
"2015","Other reasons","Dentist","Total","Bottom quintile 1-20%",6.2,4.5,8.6
"2015","Other reasons","Dentist","Total","Second quintile 21-40%",6.9,5.0,9.5
"2015","Other reasons","Dentist","Total","Third quintile 41-60%",4.8,3.2,6.9
"2015","Other reasons","Dentist","Total","Fourth quintile 61-80%",4.0,2.7,6.1
"2015","Other reasons","Dentist","Total","Top quintile 81-100%",3.9,2.6,5.8
"2015","Other reasons","Dentist","Females","Total",5.3,4.2,6.5
"2015","Other reasons","Dentist","Females","Bottom quintile 1-20%",5.7,3.6,9.0
"2015","Other reasons","Dentist","Females","Second quintile 21-40%",7.4,4.8,11.3
"2015","Other reasons","Dentist","Females","Third quintile 41-60%",4.1,2.3,7.2
"2015","Other reasons","Dentist","Females","Fourth quintile 61-80%",4.4,2.6,7.5
"2015","Other reasons","Dentist","Females","Top quintile 81-100%",4.6,2.7,7.8
"2015","Other reasons","Dentist","Males","Total",5.0,3.9,6.3
"2015","Other reasons","Dentist","Males","Bottom quintile 1-20%",6.9,4.2,11.0
"2015","Other reasons","Dentist","Males","Second quintile 21-40%",6.3,3.8,10.3
"2015","Other reasons","Dentist","Males","Third quintile 41-60%",5.5,3.2,9.1
"2015","Other reasons","Dentist","Males","Fourth quintile 61-80%",3.7,2.0,6.8
"2015","Other reasons","Dentist","Males","Top quintile 81-100%",3.3,1.8,6.1
"2015","Other reasons","Doctor or medical specialist","Total","Total",2.4,1.9,3.0
"2015","Other reasons","Doctor or medical specialist","Total","Bottom quintile 1-20%",3.5,2.2,5.5
"2015","Other reasons","Doctor or medical specialist","Total","Second quintile 21-40%",2.6,1.6,4.4
"2015","Other reasons","Doctor or medical specialist","Total","Third quintile 41-60%",1.2,0.6,2.5
"2015","Other reasons","Doctor or medical specialist","Total","Fourth quintile 61-80%",2.6,1.6,4.4
"2015","Other reasons","Doctor or medical specialist","Total","Top quintile 81-100%",2.0,1.1,3.6
"2015","Other reasons","Doctor or medical specialist","Females","Total",1.7,1.1,2.5
"2015","Other reasons","Doctor or medical specialist","Females","Bottom quintile 1-20%",2.6,1.3,5.2
"2015","Other reasons","Doctor or medical specialist","Females","Second quintile 21-40%",3.4,1.8,6.3
"2015","Other reasons","Doctor or medical specialist","Females","Third quintile 41-60%",0.5,0.1,2.2
"2015","Other reasons","Doctor or medical specialist","Females","Fourth quintile 61-80%",1.5,0.6,4.1
"2015","Other reasons","Doctor or medical specialist","Females","Top quintile 81-100%",0.3,0.0,2.4
"2015","Other reasons","Doctor or medical specialist","Males","Total",3.1,2.3,4.2
"2015","Other reasons","Doctor or medical specialist","Males","Bottom quintile 1-20%",4.5,2.4,8.2
"2015","Other reasons","Doctor or medical specialist","Males","Second quintile 21-40%",1.8,0.8,4.4
"2015","Other reasons","Doctor or medical specialist","Males","Third quintile 41-60%",1.9,0.8,4.5
"2015","Other reasons","Doctor or medical specialist","Males","Fourth quintile 61-80%",3.7,2.0,6.8
"2015","Other reasons","Doctor or medical specialist","Males","Top quintile 81-100%",3.4,1.9,6.2
"2016","Total","Dentist","Total","Total",7.6,6.7,8.7
"2016","Total","Dentist","Total","Bottom quintile 1-20%",11.2,8.7,14.3
"2016","Total","Dentist","Total","Second quintile 21-40%",9.9,7.7,12.8
"2016","Total","Dentist","Total","Third quintile 41-60%",7.0,5.1,9.5
"2016","Total","Dentist","Total","Fourth quintile 61-80%",4.2,2.8,6.3
"2016","Total","Dentist","Total","Top quintile 81-100%",6.3,4.6,8.7
"2016","Total","Dentist","Females","Total",8.6,7.2,10.2
"2016","Total","Dentist","Females","Bottom quintile 1-20%",12.9,9.5,17.3
"2016","Total","Dentist","Females","Second quintile 21-40%",12.3,8.9,16.6
"2016","Total","Dentist","Females","Third quintile 41-60%",7.3,4.8,11.2
"2016","Total","Dentist","Females","Fourth quintile 61-80%",3.8,2.1,6.9
"2016","Total","Dentist","Females","Top quintile 81-100%",6.2,3.9,9.7
"2016","Total","Dentist","Males","Total",6.7,5.5,8.2
"2016","Total","Dentist","Males","Bottom quintile 1-20%",9.2,5.9,14.0
