Year,Quarter,Region,Sex,Age,employment_description,Rate
2006,Q3,Capital region,Total,16-74,underemployment,0.031
2006,Q3,Capital region,Total,16-24,underemployment,0.056
2006,Q3,Capital region,Total,25-54,underemployment,0.025
2006,Q3,Capital region,Total,55-74,underemployment,0.025
2006,Q3,Capital region,Total,16-64,underemployment,0.031
2006,Q3,Capital region,Total,25-64,underemployment,0.025
2006,Q3,Capital region,Males,16-74,underemployment,0.017
2006,Q3,Capital region,Males,16-24,underemployment,0.052
2006,Q3,Capital region,Males,25-54,underemployment,0.009
2006,Q3,Capital region,Males,55-74,underemployment,0.013
2006,Q3,Capital region,Males,16-64,underemployment,0.017
2006,Q3,Capital region,Males,25-64,underemployment,0.009
2006,Q3,Capital region,Females,16-74,underemployment,0.048
2006,Q3,Capital region,Females,16-24,underemployment,0.06
2006,Q3,Capital region,Females,25-54,underemployment,0.046
2006,Q3,Capital region,Females,55-74,underemployment,0.038
2006,Q3,Capital region,Females,16-64,underemployment,0.048
2006,Q3,Capital region,Females,25-64,underemployment,0.044
2006,Q3,Outside Capital region,Total,16-74,underemployment,0.036
2006,Q3,Outside Capital region,Total,16-24,underemployment,0.043
2006,Q3,Outside Capital region,Total,25-54,underemployment,0.033
2006,Q3,Outside Capital region,Total,55-74,underemployment,0.04
2006,Q3,Outside Capital region,Total,16-64,underemployment,0.037
2006,Q3,Outside Capital region,Total,25-64,underemployment,0.036
2006,Q3,Outside Capital region,Males,16-74,underemployment,0.014
2006,Q3,Outside Capital region,Males,16-24,underemployment,0.027
2006,Q3,Outside Capital region,Males,25-54,underemployment,0.011
2006,Q3,Outside Capital region,Males,55-74,underemployment,0.016
2006,Q3,Outside Capital region,Males,16-64,underemployment,0.015
2006,Q3,Outside Capital region,Males,25-64,underemployment,0.013
2006,Q3,Outside Capital region,Females,16-74,underemployment,0.064
2006,Q3,Outside Capital region,Females,16-24,underemployment,0.065
2006,Q3,Outside Capital region,Females,25-54,underemployment,0.059
2006,Q3,Outside Capital region,Females,55-74,underemployment,0.082
2006,Q3,Outside Capital region,Females,16-64,underemployment,0.065
2006,Q3,Outside Capital region,Females,25-64,underemployment,0.065
2006,Q4,Total,Total,16-74,underemployment,0.037
2006,Q4,Total,Total,16-24,underemployment,0.104
2006,Q4,Total,Total,25-54,underemployment,0.025
2006,Q4,Total,Total,55-74,underemployment,0.023
2006,Q4,Total,Total,16-64,underemployment,0.038
2006,Q4,Total,Total,25-64,underemployment,0.026
2006,Q4,Total,Males,16-74,underemployment,0.023
2006,Q4,Total,Males,16-24,underemployment,0.115
2006,Q4,Total,Males,25-54,underemployment,0.006
2006,Q4,Total,Males,55-74,underemployment,0.014
2006,Q4,Total,Males,16-64,underemployment,0.024
2006,Q4,Total,Males,25-64,underemployment,0.008
2006,Q4,Total,Females,16-74,underemployment,0.054
2006,Q4,Total,Females,16-24,underemployment,0.092
2006,Q4,Total,Females,25-54,underemployment,0.049
2006,Q4,Total,Females,55-74,underemployment,0.036
2006,Q4,Total,Females,16-64,underemployment,0.055
2006,Q4,Total,Females,25-64,underemployment,0.047
2006,Q4,Capital region,Total,16-74,underemployment,0.034
2006,Q4,Capital region,Total,16-24,underemployment,0.088
2006,Q4,Capital region,Total,25-54,underemployment,0.024
2006,Q4,Capital region,Total,55-74,underemployment,0.021
2006,Q4,Capital region,Total,16-64,underemployment,0.035
2006,Q4,Capital region,Total,25-64,underemployment,0.024
2006,Q4,Capital region,Males,16-74,underemployment,0.022
2006,Q4,Capital region,Males,16-24,underemployment,0.105
2006,Q4,Capital region,Males,25-54,underemployment,0.005
2006,Q4,Capital region,Males,55-74,underemployment,0.012
2006,Q4,Capital region,Males,16-64,underemployment,0.022
2006,Q4,Capital region,Males,25-64,underemployment,0.007
2006,Q4,Capital region,Females,16-74,underemployment,0.048
2006,Q4,Capital region,Females,16-24,underemployment,0.071
2006,Q4,Capital region,Females,25-54,underemployment,0.046
2006,Q4,Capital region,Females,55-74,underemployment,0.032
2006,Q4,Capital region,Females,16-64,underemployment,0.049
2006,Q4,Capital region,Females,25-64,underemployment,0.044
2006,Q4,Outside Capital region,Total,16-74,underemployment,0.043
2006,Q4,Outside Capital region,Total,16-24,underemployment,0.141
2006,Q4,Outside Capital region,Total,25-54,underemployment,0.028
2006,Q4,Outside Capital region,Total,55-74,underemployment,0.027
2006,Q4,Outside Capital region,Total,16-64,underemployment,0.045
2006,Q4,Outside Capital region,Total,25-64,underemployment,0.029
2006,Q4,Outside Capital region,Males,16-74,underemployment,0.026
2006,Q4,Outside Capital region,Males,16-24,underemployment,0.138
2006,Q4,Outside Capital region,Males,25-54,underemployment,0.007
2006,Q4,Outside Capital region,Males,55-74,underemployment,0.016
2006,Q4,Outside Capital region,Males,16-64,underemployment,0.028
2006,Q4,Outside Capital region,Males,25-64,underemployment,0.01
2006,Q4,Outside Capital region,Females,16-74,underemployment,0.065
2006,Q4,Outside Capital region,Females,16-24,underemployment,0.144
2006,Q4,Outside Capital region,Females,25-54,underemployment,0.054
2006,Q4,Outside Capital region,Females,55-74,underemployment,0.042
2006,Q4,Outside Capital region,Females,16-64,underemployment,0.067
2006,Q4,Outside Capital region,Females,25-64,underemployment,0.053
2007,Q1,Total,Total,16-74,underemployment,0.043
2007,Q1,Total,Total,16-24,underemployment,0.125
2007,Q1,Total,Total,25-54,underemployment,0.029
2007,Q1,Total,Total,55-74,underemployment,0.028
2007,Q1,Total,Total,16-64,underemployment,0.044
2007,Q1,Total,Total,25-64,underemployment,0.028
2007,Q1,Total,Males,16-74,underemployment,0.025
2007,Q1,Total,Males,16-24,underemployment,0.107
2007,Q1,Total,Males,25-54,underemployment,0.009
2007,Q1,Total,Males,55-74,underemployment,0.016
2007,Q1,Total,Males,16-64,underemployment,0.025
2007,Q1,Total,Males,25-64,underemployment,0.01
2007,Q1,Total,Females,16-74,underemployment,0.065
2007,Q1,Total,Females,16-24,underemployment,0.143
2007,Q1,Total,Females,25-54,underemployment,0.052
2007,Q1,Total,Females,55-74,underemployment,0.043
2007,Q1,Total,Females,16-64,underemployment,0.066
2007,Q1,Total,Females,25-64,underemployment,0.05
2007,Q1,Capital region,Total,16-74,underemployment,0.042
2007,Q1,Capital region,Total,16-24,underemployment,0.118
2007,Q1,Capital region,Total,25-54,underemployment,0.027
2007,Q1,Capital region,Total,55-74,underemployment,0.027
2007,Q1,Capital region,Total,16-64,underemployment,0.042
2007,Q1,Capital region,Total,25-64,underemployment,0.026
2007,Q1,Capital region,Males,16-74,underemployment,0.025
2007,Q1,Capital region,Males,16-24,underemployment,0.105
2007,Q1,Capital region,Males,25-54,underemployment,0.009
2007,Q1,Capital region,Males,55-74,underemployment,0.019
2007,Q1,Capital region,Males,16-64,underemployment,0.025
2007,Q1,Capital region,Males,25-64,underemployment,0.01
2007,Q1,Capital region,Females,16-74,underemployment,0.061
2007,Q1,Capital region,Females,16-24,underemployment,0.13
2007,Q1,Capital region,Females,25-54,underemployment,0.049
2007,Q1,Capital region,Females,55-74,underemployment,0.037
2007,Q1,Capital region,Females,16-64,underemployment,0.061
2007,Q1,Capital region,Females,25-64,underemployment,0.045
2007,Q1,Outside Capital region,Total,16-74,underemployment,0.046
2007,Q1,Outside Capital region,Total,16-24,underemployment,0.14
2007,Q1,Outside Capital region,Total,25-54,underemployment,0.032
2007,Q1,Outside Capital region,Total,55-74,underemployment,0.029
2007,Q1,Outside Capital region,Total,16-64,underemployment,0.048
2007,Q1,Outside Capital region,Total,25-64,underemployment,0.033
2007,Q1,Outside Capital region,Males,16-74,underemployment,0.024
2007,Q1,Outside Capital region,Males,16-24,underemployment,0.11
2007,Q1,Outside Capital region,Males,25-54,underemployment,0.01
2007,Q1,Outside Capital region,Males,55-74,underemployment,0.01
2007,Q1,Outside Capital region,Males,16-64,underemployment,0.025
2007,Q1,Outside Capital region,Males,25-64,underemployment,0.011
2007,Q1,Outside Capital region,Females,16-74,underemployment,0.074
2007,Q1,Outside Capital region,Females,16-24,underemployment,0.179
2007,Q1,Outside Capital region,Females,25-54,underemployment,0.059
2007,Q1,Outside Capital region,Females,55-74,underemployment,0.052
2007,Q1,Outside Capital region,Females,16-64,underemployment,0.076
2007,Q1,Outside Capital region,Females,25-64,underemployment,0.059
2007,Q2,Total,Total,16-74,underemployment,0.044
2007,Q2,Total,Total,16-24,underemployment,0.112
2007,Q2,Total,Total,25-54,underemployment,0.03
2007,Q2,Total,Total,55-74,underemployment,0.031
2007,Q2,Total,Total,16-64,underemployment,0.045
2007,Q2,Total,Total,25-64,underemployment,0.03
2007,Q2,Total,Males,16-74,underemployment,0.026
2007,Q2,Total,Males,16-24,underemployment,0.089
2007,Q2,Total,Males,25-54,underemployment,0.013
2007,Q2,Total,Males,55-74,underemployment,0.015
2007,Q2,Total,Males,16-64,underemployment,0.025
2007,Q2,Total,Males,25-64,underemployment,0.012
2007,Q2,Total,Females,16-74,underemployment,0.066
2007,Q2,Total,Females,16-24,underemployment,0.135
2007,Q2,Total,Females,25-54,underemployment,0.051
2007,Q2,Total,Females,55-74,underemployment,0.05
2007,Q2,Total,Females,16-64,underemployment,0.068
2007,Q2,Total,Females,25-64,underemployment,0.052
2007,Q2,Capital region,Total,16-74,underemployment,0.038
2007,Q2,Capital region,Total,16-24,underemployment,0.1
2007,Q2,Capital region,Total,25-54,underemployment,0.024
2007,Q2,Capital region,Total,55-74,underemployment,0.027
2007,Q2,Capital region,Total,16-64,underemployment,0.038
2007,Q2,Capital region,Total,25-64,underemployment,0.024
2007,Q2,Capital region,Males,16-74,underemployment,0.027
2007,Q2,Capital region,Males,16-24,underemployment,0.091
2007,Q2,Capital region,Males,25-54,underemployment,0.015
2007,Q2,Capital region,Males,55-74,underemployment,0.011
2007,Q2,Capital region,Males,16-64,underemployment,0.026
2007,Q2,Capital region,Males,25-64,underemployment,0.013
2007,Q2,Capital region,Females,16-74,underemployment,0.05
2007,Q2,Capital region,Females,16-24,underemployment,0.11
2007,Q2,Capital region,Females,25-54,underemployment,0.034
2007,Q2,Capital region,Females,55-74,underemployment,0.045
2007,Q2,Capital region,Females,16-64,underemployment,0.051
2007,Q2,Capital region,Females,25-64,underemployment,0.037
2007,Q2,Outside Capital region,Total,16-74,underemployment,0.056
2007,Q2,Outside Capital region,Total,16-24,underemployment,0.139
2007,Q2,Outside Capital region,Total,25-54,underemployment,0.042
2007,Q2,Outside Capital region,Total,55-74,underemployment,0.038
2007,Q2,Outside Capital region,Total,16-64,underemployment,0.059
2007,Q2,Outside Capital region,Total,25-64,underemployment,0.043
2007,Q2,Outside Capital region,Males,16-74,underemployment,0.022
2007,Q2,Outside Capital region,Males,16-24,underemployment,0.087
2007,Q2,Outside Capital region,Males,25-54,underemployment,0.008
2007,Q2,Outside Capital region,Males,55-74,underemployment,0.022
2007,Q2,Outside Capital region,Males,16-64,underemployment,0.023
2007,Q2,Outside Capital region,Males,25-64,underemployment,0.012
2007,Q2,Outside Capital region,Females,16-74,underemployment,0.097
2007,Q2,Outside Capital region,Females,16-24,underemployment,0.189
2007,Q2,Outside Capital region,Females,25-54,underemployment,0.083
2007,Q2,Outside Capital region,Females,55-74,underemployment,0.059
2007,Q2,Outside Capital region,Females,16-64,underemployment,0.1
2007,Q2,Outside Capital region,Females,25-64,underemployment,0.081
2007,Q3,Total,Total,16-74,underemployment,0.025
2007,Q3,Total,Total,16-24,underemployment,0.043
2007,Q3,Total,Total,25-54,underemployment,0.022
2007,Q3,Total,Total,55-74,underemployment,0.018
2007,Q3,Total,Total,16-64,underemployment,0.025
2007,Q3,Total,Total,25-64,underemployment,0.021
2007,Q3,Total,Males,16-74,underemployment,0.009
2007,Q3,Total,Males,16-24,underemployment,0.017
2007,Q3,Total,Males,25-54,underemployment,0.008
2007,Q3,Total,Males,55-74,underemployment,0.004
2007,Q3,Total,Males,16-64,underemployment,0.009
2007,Q3,Total,Males,25-64,underemployment,0.007
2007,Q3,Total,Females,16-74,underemployment,0.044
2007,Q3,Total,Females,16-24,underemployment,0.071
2007,Q3,Total,Females,25-54,underemployment,0.039
2007,Q3,Total,Females,55-74,underemployment,0.035
2007,Q3,Total,Females,16-64,underemployment,0.045
2007,Q3,Total,Females,25-64,underemployment,0.039
2007,Q3,Capital region,Total,16-74,underemployment,0.028
2007,Q3,Capital region,Total,16-24,underemployment,0.049
2007,Q3,Capital region,Total,25-54,underemployment,0.023
2007,Q3,Capital region,Total,55-74,underemployment,0.025
2007,Q3,Capital region,Total,16-64,underemployment,0.028
2007,Q3,Capital region,Total,25-64,underemployment,0.023
2007,Q3,Capital region,Males,16-74,underemployment,0.014
2007,Q3,Capital region,Males,16-24,underemployment,0.025
2007,Q3,Capital region,Males,25-54,underemployment,0.012
2007,Q3,Capital region,Males,55-74,underemployment,0.007
2007,Q3,Capital region,Males,16-64,underemployment,0.013
2007,Q3,Capital region,Males,25-64,underemployment,0.01
2007,Q3,Capital region,Females,16-74,underemployment,0.045
2007,Q3,Capital region,Females,16-24,underemployment,0.075
2007,Q3,Capital region,Females,25-54,underemployment,0.037
2007,Q3,Capital region,Females,55-74,underemployment,0.042
2007,Q3,Capital region,Females,16-64,underemployment,0.046
2007,Q3,Capital region,Females,25-64,underemployment,0.038
2007,Q3,Outside Capital region,Total,16-74,underemployment,0.019
2007,Q3,Outside Capital region,Total,16-24,underemployment,0.028
2007,Q3,Outside Capital region,Total,25-54,underemployment,0.021
2007,Q3,Outside Capital region,Total,55-74,underemployment,0.007
2007,Q3,Outside Capital region,Total,16-64,underemployment,0.02
2007,Q3,Outside Capital region,Total,25-64,underemployment,0.018
2007,Q3,Outside Capital region,Males,16-74,underemployment,0.0
2007,Q3,Outside Capital region,Males,16-24,underemployment,0.0
2007,Q3,Outside Capital region,Males,25-54,underemployment,0.0
2007,Q3,Outside Capital region,Males,55-74,underemployment,0.0
2007,Q3,Outside Capital region,Males,16-64,underemployment,0.0
2007,Q3,Outside Capital region,Males,25-64,underemployment,0.0
2007,Q3,Outside Capital region,Females,16-74,underemployment,0.041
2007,Q3,Outside Capital region,Females,16-24,underemployment,0.061
2007,Q3,Outside Capital region,Females,25-54,underemployment,0.043
2007,Q3,Outside Capital region,Females,55-74,underemployment,0.017
2007,Q3,Outside Capital region,Females,16-64,underemployment,0.043
2007,Q3,Outside Capital region,Females,25-64,underemployment,0.039
2007,Q4,Total,Total,16-74,underemployment,0.037
2007,Q4,Total,Total,16-24,underemployment,0.111
2007,Q4,Total,Total,25-54,underemployment,0.025
2007,Q4,Total,Total,55-74,underemployment,0.015
2007,Q4,Total,Total,16-64,underemployment,0.038
2007,Q4,Total,Total,25-64,underemployment,0.024
2007,Q4,Total,Males,16-74,underemployment,0.024
2007,Q4,Total,Males,16-24,underemployment,0.097
2007,Q4,Total,Males,25-54,underemployment,0.012
2007,Q4,Total,Males,55-74,underemployment,0.008
2007,Q4,Total,Males,16-64,underemployment,0.024
2007,Q4,Total,Males,25-64,underemployment,0.011
2007,Q4,Total,Females,16-74,underemployment,0.053
2007,Q4,Total,Females,16-24,underemployment,0.125
2007,Q4,Total,Females,25-54,underemployment,0.043
2007,Q4,Total,Females,55-74,underemployment,0.024
2007,Q4,Total,Females,16-64,underemployment,0.055
2007,Q4,Total,Females,25-64,underemployment,0.04
2007,Q4,Capital region,Total,16-74,underemployment,0.032
2007,Q4,Capital region,Total,16-24,underemployment,0.094
2007,Q4,Capital region,Total,25-54,underemployment,0.022
2007,Q4,Capital region,Total,55-74,underemployment,0.014
2007,Q4,Capital region,Total,16-64,underemployment,0.033
2007,Q4,Capital region,Total,25-64,underemployment,0.02
2007,Q4,Capital region,Males,16-74,underemployment,0.024
2007,Q4,Capital region,Males,16-24,underemployment,0.086
2007,Q4,Capital region,Males,25-54,underemployment,0.012
2007,Q4,Capital region,Males,55-74,underemployment,0.013
2007,Q4,Capital region,Males,16-64,underemployment,0.023
2007,Q4,Capital region,Males,25-64,underemployment,0.012
2007,Q4,Capital region,Females,16-74,underemployment,0.043
2007,Q4,Capital region,Females,16-24,underemployment,0.102
2007,Q4,Capital region,Females,25-54,underemployment,0.035
2007,Q4,Capital region,Females,55-74,underemployment,0.015
2007,Q4,Capital region,Females,16-64,underemployment,0.045
2007,Q4,Capital region,Females,25-64,underemployment,0.032
2007,Q4,Outside Capital region,Total,16-74,underemployment,0.046
2007,Q4,Outside Capital region,Total,16-24,underemployment,0.149
2007,Q4,Outside Capital region,Total,25-54,underemployment,0.032
2007,Q4,Outside Capital region,Total,55-74,underemployment,0.018
2007,Q4,Outside Capital region,Total,16-64,underemployment,0.048
2007,Q4,Outside Capital region,Total,25-64,underemployment,0.03
2007,Q4,Outside Capital region,Males,16-74,underemployment,0.024
2007,Q4,Outside Capital region,Males,16-24,underemployment,0.122
2007,Q4,Outside Capital region,Males,25-54,underemployment,0.011
2007,Q4,Outside Capital region,Males,55-74,underemployment,0.0
2007,Q4,Outside Capital region,Males,16-64,underemployment,0.025
2007,Q4,Outside Capital region,Males,25-64,underemployment,0.008
2007,Q4,Outside Capital region,Females,16-74,underemployment,0.072
2007,Q4,Outside Capital region,Females,16-24,underemployment,0.18
2007,Q4,Outside Capital region,Females,25-54,underemployment,0.057
2007,Q4,Outside Capital region,Females,55-74,underemployment,0.042
2007,Q4,Outside Capital region,Females,16-64,underemployment,0.074
2007,Q4,Outside Capital region,Females,25-64,underemployment,0.056
2008,Q1,Total,Total,16-74,underemployment,0.036
2008,Q1,Total,Total,16-24,underemployment,0.122
2008,Q1,Total,Total,25-54,underemployment,0.021
2008,Q1,Total,Total,55-74,underemployment,0.019
2008,Q1,Total,Total,16-64,underemployment,0.037
2008,Q1,Total,Total,25-64,underemployment,0.021
2008,Q1,Total,Males,16-74,underemployment,0.021
2008,Q1,Total,Males,16-24,underemployment,0.098
2008,Q1,Total,Males,25-54,underemployment,0.008
2008,Q1,Total,Males,55-74,underemployment,0.011
2008,Q1,Total,Males,16-64,underemployment,0.022
2008,Q1,Total,Males,25-64,underemployment,0.009
2008,Q1,Total,Females,16-74,underemployment,0.054
2008,Q1,Total,Females,16-24,underemployment,0.147
2008,Q1,Total,Females,25-54,underemployment,0.036
2008,Q1,Total,Females,55-74,underemployment,0.029
2008,Q1,Total,Females,16-64,underemployment,0.055
2008,Q1,Total,Females,25-64,underemployment,0.035
2008,Q1,Capital region,Total,16-74,underemployment,0.032
2008,Q1,Capital region,Total,16-24,underemployment,0.093
2008,Q1,Capital region,Total,25-54,underemployment,0.022
2008,Q1,Capital region,Total,55-74,underemployment,0.017
2008,Q1,Capital region,Total,16-64,underemployment,0.033
2008,Q1,Capital region,Total,25-64,underemployment,0.021
2008,Q1,Capital region,Males,16-74,underemployment,0.023
2008,Q1,Capital region,Males,16-24,underemployment,0.095
2008,Q1,Capital region,Males,25-54,underemployment,0.01
2008,Q1,Capital region,Males,55-74,underemployment,0.012
2008,Q1,Capital region,Males,16-64,underemployment,0.024
2008,Q1,Capital region,Males,25-64,underemployment,0.011
2008,Q1,Capital region,Females,16-74,underemployment,0.043
2008,Q1,Capital region,Females,16-24,underemployment,0.091
2008,Q1,Capital region,Females,25-54,underemployment,0.036
2008,Q1,Capital region,Females,55-74,underemployment,0.022
2008,Q1,Capital region,Females,16-64,underemployment,0.044
2008,Q1,Capital region,Females,25-64,underemployment,0.033
2008,Q1,Outside Capital region,Total,16-74,underemployment,0.043
2008,Q1,Outside Capital region,Total,16-24,underemployment,0.183
2008,Q1,Outside Capital region,Total,25-54,underemployment,0.019
2008,Q1,Outside Capital region,Total,55-74,underemployment,0.022
2008,Q1,Outside Capital region,Total,16-64,underemployment,0.045
2008,Q1,Outside Capital region,Total,25-64,underemployment,0.021
2008,Q1,Outside Capital region,Males,16-74,underemployment,0.018
2008,Q1,Outside Capital region,Males,16-24,underemployment,0.103
2008,Q1,Outside Capital region,Males,25-54,underemployment,0.003
2008,Q1,Outside Capital region,Males,55-74,underemployment,0.008
2008,Q1,Outside Capital region,Males,16-64,underemployment,0.019
2008,Q1,Outside Capital region,Males,25-64,underemployment,0.005
2008,Q1,Outside Capital region,Females,16-74,underemployment,0.073
2008,Q1,Outside Capital region,Females,16-24,underemployment,0.273
2008,Q1,Outside Capital region,Females,25-54,underemployment,0.038
2008,Q1,Outside Capital region,Females,55-74,underemployment,0.04
2008,Q1,Outside Capital region,Females,16-64,underemployment,0.076
2008,Q1,Outside Capital region,Females,25-64,underemployment,0.04
2008,Q2,Total,Total,16-74,underemployment,0.03
2008,Q2,Total,Total,16-24,underemployment,0.091
2008,Q2,Total,Total,25-54,underemployment,0.018
2008,Q2,Total,Total,55-74,underemployment,0.018
2008,Q2,Total,Total,16-64,underemployment,0.031
2008,Q2,Total,Total,25-64,underemployment,0.019
2008,Q2,Total,Males,16-74,underemployment,0.022
2008,Q2,Total,Males,16-24,underemployment,0.081
2008,Q2,Total,Males,25-54,underemployment,0.009
2008,Q2,Total,Males,55-74,underemployment,0.016
2008,Q2,Total,Males,16-64,underemployment,0.022
2008,Q2,Total,Males,25-64,underemployment,0.011
2008,Q2,Total,Females,16-74,underemployment,0.041
2008,Q2,Total,Females,16-24,underemployment,0.103
2008,Q2,Total,Females,25-54,underemployment,0.03
2008,Q2,Total,Females,55-74,underemployment,0.02
2008,Q2,Total,Females,16-64,underemployment,0.042
2008,Q2,Total,Females,25-64,underemployment,0.029
2008,Q2,Capital region,Total,16-74,underemployment,0.029
2008,Q2,Capital region,Total,16-24,underemployment,0.091
2008,Q2,Capital region,Total,25-54,underemployment,0.018
2008,Q2,Capital region,Total,55-74,underemployment,0.011
2008,Q2,Capital region,Total,16-64,underemployment,0.03
2008,Q2,Capital region,Total,25-64,underemployment,0.017
2008,Q2,Capital region,Males,16-74,underemployment,0.026
2008,Q2,Capital region,Males,16-24,underemployment,0.096
2008,Q2,Capital region,Males,25-54,underemployment,0.012
2008,Q2,Capital region,Males,55-74,underemployment,0.012
2008,Q2,Capital region,Males,16-64,underemployment,0.028
2008,Q2,Capital region,Males,25-64,underemployment,0.012
2008,Q2,Capital region,Females,16-74,underemployment,0.033
2008,Q2,Capital region,Females,16-24,underemployment,0.085
2008,Q2,Capital region,Females,25-54,underemployment,0.025
2008,Q2,Capital region,Females,55-74,underemployment,0.009
2008,Q2,Capital region,Females,16-64,underemployment,0.034
2008,Q2,Capital region,Females,25-64,underemployment,0.023
2008,Q2,Outside Capital region,Total,16-74,underemployment,0.032
2008,Q2,Outside Capital region,Total,16-24,underemployment,0.092
2008,Q2,Outside Capital region,Total,25-54,underemployment,0.018
2008,Q2,Outside Capital region,Total,55-74,underemployment,0.03
2008,Q2,Outside Capital region,Total,16-64,underemployment,0.033
2008,Q2,Outside Capital region,Total,25-64,underemployment,0.022
2008,Q2,Outside Capital region,Males,16-74,underemployment,0.013
2008,Q2,Outside Capital region,Males,16-24,underemployment,0.046
2008,Q2,Outside Capital region,Males,25-54,underemployment,0.003
2008,Q2,Outside Capital region,Males,55-74,underemployment,0.024
2008,Q2,Outside Capital region,Males,16-64,underemployment,0.013
2008,Q2,Outside Capital region,Males,25-64,underemployment,0.008
2008,Q2,Outside Capital region,Females,16-74,underemployment,0.057
2008,Q2,Outside Capital region,Females,16-24,underemployment,0.133
2008,Q2,Outside Capital region,Females,25-54,underemployment,0.04
2008,Q2,Outside Capital region,Females,55-74,underemployment,0.036
2008,Q2,Outside Capital region,Females,16-64,underemployment,0.058
2008,Q2,Outside Capital region,Females,25-64,underemployment,0.04
2008,Q3,Total,Total,16-74,underemployment,0.022
2008,Q3,Total,Total,16-24,underemployment,0.054
2008,Q3,Total,Total,25-54,underemployment,0.015
2008,Q3,Total,Total,55-74,underemployment,0.013
2008,Q3,Total,Total,16-64,underemployment,0.022
2008,Q3,Total,Total,25-64,underemployment,0.015
2008,Q3,Total,Males,16-74,underemployment,0.012
2008,Q3,Total,Males,16-24,underemployment,0.046
2008,Q3,Total,Males,25-54,underemployment,0.003
2008,Q3,Total,Males,55-74,underemployment,0.011
2008,Q3,Total,Males,16-64,underemployment,0.011
2008,Q3,Total,Males,25-64,underemployment,0.004
2008,Q3,Total,Females,16-74,underemployment,0.033
2008,Q3,Total,Females,16-24,underemployment,0.063
2008,Q3,Total,Females,25-54,underemployment,0.03
2008,Q3,Total,Females,55-74,underemployment,0.015
2008,Q3,Total,Females,16-64,underemployment,0.035
2008,Q3,Total,Females,25-64,underemployment,0.028
2008,Q3,Capital region,Total,16-74,underemployment,0.019
2008,Q3,Capital region,Total,16-24,underemployment,0.04
2008,Q3,Capital region,Total,25-54,underemployment,0.015
2008,Q3,Capital region,Total,55-74,underemployment,0.01
2008,Q3,Capital region,Total,16-64,underemployment,0.019
2008,Q3,Capital region,Total,25-64,underemployment,0.014
2008,Q3,Capital region,Males,16-74,underemployment,0.008
2008,Q3,Capital region,Males,16-24,underemployment,0.03
2008,Q3,Capital region,Males,25-54,underemployment,0.003
2008,Q3,Capital region,Males,55-74,underemployment,0.005
2008,Q3,Capital region,Males,16-64,underemployment,0.008
2008,Q3,Capital region,Males,25-64,underemployment,0.003
2008,Q3,Capital region,Females,16-74,underemployment,0.031
2008,Q3,Capital region,Females,16-24,underemployment,0.051
2008,Q3,Capital region,Females,25-54,underemployment,0.029
2008,Q3,Capital region,Females,55-74,underemployment,0.015
2008,Q3,Capital region,Females,16-64,underemployment,0.032
2008,Q3,Capital region,Females,25-64,underemployment,0.028
2008,Q3,Outside Capital region,Total,16-74,underemployment,0.028
2008,Q3,Outside Capital region,Total,16-24,underemployment,0.084
2008,Q3,Outside Capital region,Total,25-54,underemployment,0.016
2008,Q3,Outside Capital region,Total,55-74,underemployment,0.017
2008,Q3,Outside Capital region,Total,16-64,underemployment,0.028
2008,Q3,Outside Capital region,Total,25-64,underemployment,0.016
2008,Q3,Outside Capital region,Males,16-74,underemployment,0.019
2008,Q3,Outside Capital region,Males,16-24,underemployment,0.081
2008,Q3,Outside Capital region,Males,25-54,underemployment,0.004
2008,Q3,Outside Capital region,Males,55-74,underemployment,0.02
2008,Q3,Outside Capital region,Males,16-64,underemployment,0.018
2008,Q3,Outside Capital region,Males,25-64,underemployment,0.006
2008,Q3,Outside Capital region,Females,16-74,underemployment,0.038
2008,Q3,Outside Capital region,Females,16-24,underemployment,0.087
2008,Q3,Outside Capital region,Females,25-54,underemployment,0.031
2008,Q3,Outside Capital region,Females,55-74,underemployment,0.014
2008,Q3,Outside Capital region,Females,16-64,underemployment,0.039
2008,Q3,Outside Capital region,Females,25-64,underemployment,0.028
2008,Q4,Total,Total,16-74,underemployment,0.047
2008,Q4,Total,Total,16-24,underemployment,0.129
2008,Q4,Total,Total,25-54,underemployment,0.035
2008,Q4,Total,Total,55-74,underemployment,0.028
2008,Q4,Total,Total,16-64,underemployment,0.049
2008,Q4,Total,Total,25-64,underemployment,0.034
2008,Q4,Total,Males,16-74,underemployment,0.031
2008,Q4,Total,Males,16-24,underemployment,0.125
2008,Q4,Total,Males,25-54,underemployment,0.02
2008,Q4,Total,Males,55-74,underemployment,0.004
2008,Q4,Total,Males,16-64,underemployment,0.032
2008,Q4,Total,Males,25-64,underemployment,0.017
2008,Q4,Total,Females,16-74,underemployment,0.067
2008,Q4,Total,Females,16-24,underemployment,0.132
2008,Q4,Total,Females,25-54,underemployment,0.052
2008,Q4,Total,Females,55-74,underemployment,0.059
2008,Q4,Total,Females,16-64,underemployment,0.068
2008,Q4,Total,Females,25-64,underemployment,0.055
2008,Q4,Capital region,Total,16-74,underemployment,0.041
2008,Q4,Capital region,Total,16-24,underemployment,0.124
2008,Q4,Capital region,Total,25-54,underemployment,0.027
2008,Q4,Capital region,Total,55-74,underemployment,0.025
2008,Q4,Capital region,Total,16-64,underemployment,0.042
2008,Q4,Capital region,Total,25-64,underemployment,0.027
2008,Q4,Capital region,Males,16-74,underemployment,0.027
