Year,Quarter,Sector,Employment,Value unit,value
2014,Q1,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Jobs,2700
2014,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Jobs,3600
2014,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Jobs,2900
2014,Q1,Total - All activities,Self employed,Jobs,18000
2014,Q2,"Agriculture, forestry and fishing",Total employment,Hours worked,3385900
2014,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Hours worked,8791000
2014,Q2,Manufacturing,Total employment,Hours worked,7800600
2014,Q2,Construction,Total employment,Hours worked,3337100
2014,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Hours worked,15503300
2014,Q2,Information and communication,Total employment,Hours worked,2704700
2014,Q2,Financial and insurance activities,Total employment,Hours worked,2427200
2014,Q2,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Hours worked,4841900
2014,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Hours worked,18721800
2014,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Hours worked,2627100
2014,Q2,Total - All activities,Total employment,Hours worked,62745100
2014,Q2,"Agriculture, forestry and fishing",Employees,Hours worked,2839800
2014,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Hours worked,8714100
2014,Q2,Manufacturing,Employees,Hours worked,7724800
2014,Q2,Construction,Employees,Hours worked,2947300
2014,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Hours worked,15128900
2014,Q2,Information and communication,Employees,Hours worked,2584400
2014,Q2,Financial and insurance activities,Employees,Hours worked,2412100
2014,Q2,"Professional, scientific and technical activities; administrative and support service activities",Employees,Hours worked,4526800
2014,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Hours worked,18250100
2014,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Hours worked,2336600
2014,Q2,Total - All activities,Employees,Hours worked,60119300
2014,Q2,"Agriculture, forestry and fishing",Self employed,Hours worked,546100
2014,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Hours worked,76800
2014,Q2,Manufacturing,Self employed,Hours worked,75800
2014,Q2,Construction,Self employed,Hours worked,389800
2014,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Hours worked,374400
2014,Q2,Information and communication,Self employed,Hours worked,120300
2014,Q2,Financial and insurance activities,Self employed,Hours worked,15100
2014,Q2,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Hours worked,315100
2014,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Hours worked,471700
2014,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Hours worked,290500
2014,Q2,Total - All activities,Self employed,Hours worked,2625800
2014,Q2,"Agriculture, forestry and fishing",Total employment,Persons,8000
2014,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Persons,24400
2014,Q2,Manufacturing,Total employment,Persons,21900
2014,Q2,Construction,Total employment,Persons,9400
2014,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Persons,44700
2014,Q2,Information and communication,Total employment,Persons,7700
2014,Q2,Financial and insurance activities,Total employment,Persons,6300
2014,Q2,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Persons,14200
2014,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Persons,53500
2014,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Persons,8700
2014,Q2,Total - All activities,Total employment,Persons,178100
2014,Q2,"Agriculture, forestry and fishing",Employees,Persons,5900
2014,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Persons,24100
2014,Q2,Manufacturing,Employees,Persons,21600
2014,Q2,Construction,Employees,Persons,8000
2014,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Persons,43300
2014,Q2,Information and communication,Employees,Persons,7200
2014,Q2,Financial and insurance activities,Employees,Persons,6200
2014,Q2,"Professional, scientific and technical activities; administrative and support service activities",Employees,Persons,13000
2014,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Persons,51900
2014,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Persons,7200
2014,Q2,Total - All activities,Employees,Persons,168000
2014,Q2,"Agriculture, forestry and fishing",Self employed,Persons,2100
2014,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Persons,300
2014,Q2,Manufacturing,Self employed,Persons,300
2014,Q2,Construction,Self employed,Persons,1400
2014,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Persons,1400
2014,Q2,Information and communication,Self employed,Persons,500
2014,Q2,Financial and insurance activities,Self employed,Persons,100
2014,Q2,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Persons,1200
2014,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Persons,1600
2014,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Persons,1500
2014,Q2,Total - All activities,Self employed,Persons,10100
2014,Q2,"Agriculture, forestry and fishing",Total employment,Jobs,9100
2014,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Jobs,25900
2014,Q2,Manufacturing,Total employment,Jobs,23200
2014,Q2,Construction,Total employment,Jobs,10200
2014,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Jobs,50300
2014,Q2,Information and communication,Total employment,Jobs,8800
2014,Q2,Financial and insurance activities,Total employment,Jobs,7000
2014,Q2,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Jobs,17100
2014,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Jobs,63200
2014,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Jobs,12000
2014,Q2,Total - All activities,Total employment,Jobs,205100
2014,Q2,"Agriculture, forestry and fishing",Employees,Jobs,6300
2014,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Jobs,25400
2014,Q2,Manufacturing,Employees,Jobs,22700
2014,Q2,Construction,Employees,Jobs,8400
2014,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Jobs,48300
2014,Q2,Information and communication,Employees,Jobs,8000
2014,Q2,Financial and insurance activities,Employees,Jobs,6900
2014,Q2,"Professional, scientific and technical activities; administrative and support service activities",Employees,Jobs,14600
2014,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Jobs,59700
2014,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Jobs,9300
2014,Q2,Total - All activities,Employees,Jobs,188100
2014,Q2,"Agriculture, forestry and fishing",Self employed,Jobs,2800
2014,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Jobs,500
2014,Q2,Manufacturing,Self employed,Jobs,500
2014,Q2,Construction,Self employed,Jobs,1900
2014,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Jobs,2000
2014,Q2,Information and communication,Self employed,Jobs,800
2014,Q2,Financial and insurance activities,Self employed,Jobs,100
2014,Q2,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Jobs,2500
2014,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Jobs,3400
2014,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Jobs,2700
2014,Q2,Total - All activities,Self employed,Jobs,17000
2014,Q3,"Agriculture, forestry and fishing",Total employment,Hours worked,3245300
2014,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Hours worked,9174500
2014,Q3,Manufacturing,Total employment,Hours worked,8078600
2014,Q3,Construction,Total employment,Hours worked,3451700
2014,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Hours worked,15637600
2014,Q3,Information and communication,Total employment,Hours worked,2877100
2014,Q3,Financial and insurance activities,Total employment,Hours worked,2580000
2014,Q3,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Hours worked,5418000
2014,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Hours worked,18878400
2014,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Hours worked,2740600
2014,Q3,Total - All activities,Total employment,Hours worked,64448500
2014,Q3,"Agriculture, forestry and fishing",Employees,Hours worked,2737000
2014,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Hours worked,9093600
2014,Q3,Manufacturing,Employees,Hours worked,7999000
2014,Q3,Construction,Employees,Hours worked,3046000
2014,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Hours worked,15297900
2014,Q3,Information and communication,Employees,Hours worked,2752300
2014,Q3,Financial and insurance activities,Employees,Hours worked,2563900
2014,Q3,"Professional, scientific and technical activities; administrative and support service activities",Employees,Hours worked,5085800
2014,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Hours worked,18433700
2014,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Hours worked,2434300
2014,Q3,Total - All activities,Employees,Hours worked,61862900
2014,Q3,"Agriculture, forestry and fishing",Self employed,Hours worked,508300
2014,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Hours worked,80900
2014,Q3,Manufacturing,Self employed,Hours worked,79600
2014,Q3,Construction,Self employed,Hours worked,405700
2014,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Hours worked,339700
2014,Q3,Information and communication,Self employed,Hours worked,124800
2014,Q3,Financial and insurance activities,Self employed,Hours worked,16000
2014,Q3,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Hours worked,332200
2014,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Hours worked,444600
2014,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Hours worked,306300
2014,Q3,Total - All activities,Self employed,Hours worked,2585600
2014,Q3,"Agriculture, forestry and fishing",Total employment,Persons,8100
2014,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Persons,24900
2014,Q3,Manufacturing,Total employment,Persons,22300
2014,Q3,Construction,Total employment,Persons,9800
2014,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Persons,46700
2014,Q3,Information and communication,Total employment,Persons,7700
2014,Q3,Financial and insurance activities,Total employment,Persons,6300
2014,Q3,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Persons,14800
2014,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Persons,55100
2014,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Persons,8800
2014,Q3,Total - All activities,Total employment,Persons,183400
2014,Q3,"Agriculture, forestry and fishing",Employees,Persons,6000
2014,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Persons,24600
2014,Q3,Manufacturing,Employees,Persons,22000
2014,Q3,Construction,Employees,Persons,8400
2014,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Persons,45300
2014,Q3,Information and communication,Employees,Persons,7200
2014,Q3,Financial and insurance activities,Employees,Persons,6300
2014,Q3,"Professional, scientific and technical activities; administrative and support service activities",Employees,Persons,13600
2014,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Persons,53500
2014,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Persons,7300
2014,Q3,Total - All activities,Employees,Persons,173300
2014,Q3,"Agriculture, forestry and fishing",Self employed,Persons,2100
2014,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Persons,300
2014,Q3,Manufacturing,Self employed,Persons,300
2014,Q3,Construction,Self employed,Persons,1400
2014,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Persons,1400
2014,Q3,Information and communication,Self employed,Persons,500
2014,Q3,Financial and insurance activities,Self employed,Persons,100
2014,Q3,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Persons,1200
2014,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Persons,1600
2014,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Persons,1500
2014,Q3,Total - All activities,Self employed,Persons,10200
2014,Q3,"Agriculture, forestry and fishing",Total employment,Jobs,9200
2014,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Jobs,26400
2014,Q3,Manufacturing,Total employment,Jobs,23600
2014,Q3,Construction,Total employment,Jobs,10700
2014,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Jobs,52600
2014,Q3,Information and communication,Total employment,Jobs,8800
2014,Q3,Financial and insurance activities,Total employment,Jobs,7000
2014,Q3,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Jobs,17700
2014,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Jobs,63800
2014,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Jobs,11800
2014,Q3,Total - All activities,Total employment,Jobs,209500
2014,Q3,"Agriculture, forestry and fishing",Employees,Jobs,6400
2014,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Jobs,25900
2014,Q3,Manufacturing,Employees,Jobs,23100
2014,Q3,Construction,Employees,Jobs,8800
2014,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Jobs,50600
2014,Q3,Information and communication,Employees,Jobs,8000
2014,Q3,Financial and insurance activities,Employees,Jobs,6900
2014,Q3,"Professional, scientific and technical activities; administrative and support service activities",Employees,Jobs,15200
2014,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Jobs,60500
2014,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Jobs,9000
2014,Q3,Total - All activities,Employees,Jobs,192600
2014,Q3,"Agriculture, forestry and fishing",Self employed,Jobs,2800
2014,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Jobs,500
2014,Q3,Manufacturing,Self employed,Jobs,500
2014,Q3,Construction,Self employed,Jobs,1900
2014,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Jobs,2000
2014,Q3,Information and communication,Self employed,Jobs,800
2014,Q3,Financial and insurance activities,Self employed,Jobs,100
2014,Q3,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Jobs,2500
2014,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Jobs,3300
2014,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Jobs,2700
2014,Q3,Total - All activities,Self employed,Jobs,16900
2014,Q4,"Agriculture, forestry and fishing",Total employment,Hours worked,3535600
2014,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Hours worked,10119400
2014,Q4,Manufacturing,Total employment,Hours worked,8992100
2014,Q4,Construction,Total employment,Hours worked,3875100
2014,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Hours worked,15699300
2014,Q4,Information and communication,Total employment,Hours worked,3196000
2014,Q4,Financial and insurance activities,Total employment,Hours worked,2726200
2014,Q4,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Hours worked,5634000
2014,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Hours worked,20645800
2014,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Hours worked,2870300
2014,Q4,Total - All activities,Total employment,Hours worked,68792100
2014,Q4,"Agriculture, forestry and fishing",Employees,Hours worked,2981800
2014,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Hours worked,10028600
2014,Q4,Manufacturing,Employees,Hours worked,8902500
2014,Q4,Construction,Employees,Hours worked,3383100
2014,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Hours worked,15292500
2014,Q4,Information and communication,Employees,Hours worked,3053900
2014,Q4,Financial and insurance activities,Employees,Hours worked,2709200
2014,Q4,"Professional, scientific and technical activities; administrative and support service activities",Employees,Hours worked,5270300
2014,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Hours worked,20138500
2014,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Hours worked,2507400
2014,Q4,Total - All activities,Employees,Hours worked,65825000
2014,Q4,"Agriculture, forestry and fishing",Self employed,Hours worked,553800
2014,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Hours worked,90900
2014,Q4,Manufacturing,Self employed,Hours worked,89600
2014,Q4,Construction,Self employed,Hours worked,492000
2014,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Hours worked,406800
2014,Q4,Information and communication,Self employed,Hours worked,142200
2014,Q4,Financial and insurance activities,Self employed,Hours worked,17000
2014,Q4,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Hours worked,363700
2014,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Hours worked,507300
2014,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Hours worked,362900
2014,Q4,Total - All activities,Self employed,Hours worked,2967100
2014,Q4,"Agriculture, forestry and fishing",Total employment,Persons,7900
2014,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Persons,23900
2014,Q4,Manufacturing,Total employment,Persons,21600
2014,Q4,Construction,Total employment,Persons,9700
2014,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Persons,44800
2014,Q4,Information and communication,Total employment,Persons,7700
2014,Q4,Financial and insurance activities,Total employment,Persons,6000
2014,Q4,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Persons,14200
2014,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Persons,51000
2014,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Persons,8700
2014,Q4,Total - All activities,Total employment,Persons,175100
2014,Q4,"Agriculture, forestry and fishing",Employees,Persons,5700
2014,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Persons,23600
2014,Q4,Manufacturing,Employees,Persons,21300
2014,Q4,Construction,Employees,Persons,8200
2014,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Persons,43400
2014,Q4,Information and communication,Employees,Persons,7300
2014,Q4,Financial and insurance activities,Employees,Persons,5900
2014,Q4,"Professional, scientific and technical activities; administrative and support service activities",Employees,Persons,12900
2014,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Persons,49300
2014,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Persons,7200
2014,Q4,Total - All activities,Employees,Persons,164700
2014,Q4,"Agriculture, forestry and fishing",Self employed,Persons,2100
2014,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Persons,300
2014,Q4,Manufacturing,Self employed,Persons,300
2014,Q4,Construction,Self employed,Persons,1400
2014,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Persons,1400
2014,Q4,Information and communication,Self employed,Persons,500
2014,Q4,Financial and insurance activities,Self employed,Persons,100
2014,Q4,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Persons,1300
2014,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Persons,1700
2014,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Persons,1600
2014,Q4,Total - All activities,Self employed,Persons,10400
2014,Q4,"Agriculture, forestry and fishing",Total employment,Jobs,8900
2014,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Jobs,25300
2014,Q4,Manufacturing,Total employment,Jobs,22700
2014,Q4,Construction,Total employment,Jobs,10500
2014,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Jobs,49800
2014,Q4,Information and communication,Total employment,Jobs,8800
2014,Q4,Financial and insurance activities,Total employment,Jobs,6700
2014,Q4,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Jobs,16900
2014,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Jobs,59900
2014,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Jobs,12100
2014,Q4,Total - All activities,Total employment,Jobs,200500
2014,Q4,"Agriculture, forestry and fishing",Employees,Jobs,6100
2014,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Jobs,24700
2014,Q4,Manufacturing,Employees,Jobs,22200
2014,Q4,Construction,Employees,Jobs,8600
2014,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Jobs,47800
2014,Q4,Information and communication,Employees,Jobs,7900
2014,Q4,Financial and insurance activities,Employees,Jobs,6600
2014,Q4,"Professional, scientific and technical activities; administrative and support service activities",Employees,Jobs,14400
2014,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Jobs,56500
2014,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Jobs,9200
2014,Q4,Total - All activities,Employees,Jobs,183200
2014,Q4,"Agriculture, forestry and fishing",Self employed,Jobs,2800
2014,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Jobs,500
2014,Q4,Manufacturing,Self employed,Jobs,500
2014,Q4,Construction,Self employed,Jobs,1900
2014,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Jobs,2000
2014,Q4,Information and communication,Self employed,Jobs,900
2014,Q4,Financial and insurance activities,Self employed,Jobs,100
2014,Q4,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Jobs,2500
2014,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Jobs,3400
2014,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Jobs,2900
2014,Q4,Total - All activities,Self employed,Jobs,17300
2015,Q1,"Agriculture, forestry and fishing",Total employment,Hours worked,3368000
2015,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Hours worked,9620200
2015,Q1,Manufacturing,Total employment,Hours worked,8538300
2015,Q1,Construction,Total employment,Hours worked,3624700
2015,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Hours worked,14896300
2015,Q1,Information and communication,Total employment,Hours worked,3199500
2015,Q1,Financial and insurance activities,Total employment,Hours worked,2680600
2015,Q1,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Hours worked,5623900
2015,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Hours worked,20626500
2015,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Hours worked,2837000
2015,Q1,Total - All activities,Total employment,Hours worked,66951500
2015,Q1,"Agriculture, forestry and fishing",Employees,Hours worked,2805800
2015,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Hours worked,9529400
2015,Q1,Manufacturing,Employees,Hours worked,8448700
2015,Q1,Construction,Employees,Hours worked,3220800
2015,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Hours worked,14492700
2015,Q1,Information and communication,Employees,Hours worked,3056200
2015,Q1,Financial and insurance activities,Employees,Hours worked,2661900
2015,Q1,"Professional, scientific and technical activities; administrative and support service activities",Employees,Hours worked,5241500
2015,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Hours worked,20074300
2015,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Hours worked,2471700
2015,Q1,Total - All activities,Employees,Hours worked,63995700
2015,Q1,"Agriculture, forestry and fishing",Self employed,Hours worked,562200
2015,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Hours worked,90800
2015,Q1,Manufacturing,Self employed,Hours worked,89600
2015,Q1,Construction,Self employed,Hours worked,404000
2015,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Hours worked,403700
2015,Q1,Information and communication,Self employed,Hours worked,143300
2015,Q1,Financial and insurance activities,Self employed,Hours worked,18700
2015,Q1,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Hours worked,382400
2015,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Hours worked,552300
2015,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Hours worked,365300
2015,Q1,Total - All activities,Self employed,Hours worked,2955800
2015,Q1,"Agriculture, forestry and fishing",Total employment,Persons,7400
2015,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Persons,23200
2015,Q1,Manufacturing,Total employment,Persons,20900
2015,Q1,Construction,Total employment,Persons,9300
2015,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Persons,43600
2015,Q1,Information and communication,Total employment,Persons,7700
